Дата,Добыча воды за 2ч,Показания влагомера
2023-03-25 04:00:00,2.7913156000000017,0.12
2023-03-25 06:00:00,2.8463284000000004,0.13
2023-03-25 08:00:00,2.6225103999999995,0.18
2023-03-25 10:00:00,2.7825555999999994,0.12
2023-03-25 12:00:00,2.7385512,0.12
2023-03-25 14:00:00,2.7650648,0.14
2023-03-25 16:00:00,2.748946399999998,0.09
2023-03-25 18:00:00,2.7652984000000025,0.1
2023-03-25 20:00:00,2.7688316,0.15
2023-03-25 22:00:00,2.8649287999999977,0.13
2023-03-26 00:00:00,3.7666006000000003,0.14
2023-03-26 02:00:00,3.7758595999999978,0.12
2023-03-26 04:00:00,3.7279098000000017,0.13
2023-03-26 06:00:00,3.7438274000000002,0.12
2023-03-26 08:00:00,3.726451999999999,0.12
2023-03-26 10:00:00,3.7335046000000007,0.11
2023-03-26 12:00:00,3.7503678,0.1
2023-03-26 14:00:00,3.8356687999999997,0.1
2023-03-26 16:00:00,3.7451670000000004,0.11
2023-03-26 18:00:00,3.7279492,0.1
2023-03-26 20:00:00,3.6440666000000004,0.16
2023-03-26 22:00:00,3.6932377999999995,0.15
2023-03-27 00:00:00,5.3380215,0.14
2023-03-27 02:00:00,5.325831000000002,0.17
2023-03-27 04:00:00,5.288522399999998,0.17
2023-03-27 06:00:00,5.0587173,0.16
2023-03-27 08:00:00,5.1950808,0.2
2023-03-27 10:00:00,5.455844099999997,0.14
2023-03-27 12:00:00,5.5544454,0.14
2023-03-27 14:00:00,5.408102700000003,0.14
2023-03-27 16:00:00,5.2747443,0.14
2023-03-27 18:00:00,5.4735911999999995,0.13
2023-03-27 20:00:00,5.4122984999999995,0.15
2023-03-27 22:00:00,5.362005599999999,0.14
2023-03-28 00:00:00,4.839327500000001,0.17
2023-03-28 02:00:00,5.048389500000001,0.18
2023-03-28 04:00:00,5.064031000000001,0.14
2023-03-28 06:00:00,5.0099124999999995,0.18
2023-03-28 08:00:00,5.2244245000000005,0.13
2023-03-28 10:00:00,5.138477999999997,0.1
2023-03-28 12:00:00,5.082561000000001,0.12
2023-03-28 14:00:00,5.180334,0.1
2023-03-28 16:00:00,5.153138500000001,0.1
2023-03-28 18:00:00,5.0469725000000025,0.1
2023-03-28 20:00:00,5.148778499999999,0.13
2023-03-28 22:00:00,5.032966000000001,0.15
2023-03-29 00:00:00,5.0585261999999975,0.15
2023-03-29 02:00:00,5.154021600000002,0.13
2023-03-29 04:00:00,5.189948399999999,0.12
2023-03-29 06:00:00,5.159044800000001,0.12
2023-03-29 08:00:00,4.991149799999997,0.12
2023-03-29 10:00:00,4.931963400000002,0.12
2023-03-29 12:00:00,5.256396600000001,0.12
2023-03-29 14:00:00,5.2152282,0.18
2023-03-29 16:00:00,4.997810999999998,0.12
2023-03-29 18:00:00,5.0375597999999995,0.16
2023-03-29 20:00:00,5.0033802000000005,0.17
2023-03-29 22:00:00,5.196445799999999,0.18
2023-03-30 00:00:00,5.4860130000000025,0.17
2023-03-30 02:00:00,5.579554499999997,0.16
2023-03-30 04:00:00,5.652621000000002,0.16
2023-03-30 06:00:00,5.417626499999998,0.17
2023-03-30 08:00:00,5.579320499999999,0.2
2023-03-30 10:00:00,5.609155500000001,0.2
2023-03-30 12:00:00,5.527548000000001,0.21
2023-03-30 14:00:00,5.4603899999999985,0.2
2023-03-30 16:00:00,5.573646,0.2
2023-03-30 18:00:00,5.501749499999999,0.14
2023-03-30 20:00:00,5.5022175,0.16
2023-03-30 22:00:00,5.423300999999998,0.12
2023-03-31 00:00:00,4.7702214000000005,0.14
2023-03-31 02:00:00,4.7100012,0.11
2023-03-31 04:00:00,4.634801100000001,0.12
2023-03-31 06:00:00,4.707145499999999,0.13
2023-03-31 08:00:00,4.699981199999999,0.1
2023-03-31 10:00:00,4.688808899999999,0.1
2023-03-31 12:00:00,4.7046906,0.11
2023-03-31 14:00:00,4.465112399999999,0.1
2023-03-31 16:00:00,4.714259700000001,0.08
2023-03-31 18:00:00,4.731243599999998,0.09
2023-03-31 20:00:00,4.6830473999999995,0.1
2023-03-31 22:00:00,4.769469900000002,0.09
