Дата,Время,Блок манифольда|P бм  |кгс/см²,Блок манифольда|t жидкости| °С,С-1|P сеп. |кгс/см²,С-1|t жидкости |°С,С-1|L жидкости| см,С-2/1|P сеп. |кгс/см²,С-2/1|t жидкости|°С,С-2/1|L межфазный|см,С-2/1|L нефти|см,С-2/2|P сеп. |кгс/см²,С-2/2|t жидкости|°С,С-2/2|L межфазный|см,С-2/2|L нефти|см,ОН-1/1|P отс. |кгс/см²,ОН-1/1|t жидкости|°С,ОН-1/1|L межфазный|см,ОН-1/2|P отс. |кгс/см²,ОН-1/2|t жидкости|°С,ОН-1/2|L  межфазный|см,С-3|t жидкости|°С,С-3|L нефти|см,П-1|Т нефти на входе|°С,П-1|Т нефти на выходе|°С,П-1|Р нефти на входе|кгс/см²,П-1|Р нефти на выходе|кгс/см²,П-1|Т теплоно-сителя|°С,П-1|Т дымовых газов|°С,П-1|Р на горелку|кгс/см2,П-2|Т нефти на входе|°С,П-2|Т нефти на выходе|°С,П-2|Р нефти на входе|кгс/см²,П-2|Р нефти на выходе|кгс/см²,П-2|Т теплоно-сителя|°С,П-2|Т дымовых газов|°С,П-2|Р на горелку|кгс/см3,П-3|Т нефти на входе|°С,П-3|Т нефти на выходе|°С,П-3|Р нефти на входе|кгс/см²,П-3|Р нефти на выходе|кгс/см²,П-3|Т теплоно-сителя|°С,П-3|Т дымовых газов|°С,П-3|Р на горелку|кгс/см4,Вода с лагом (-1)
2021-11-04,18,5.6,15,5.6,15,60,3.0,50.0,54,75,3.0,50,51,73,1.0,39,52,1.0,45,53,37,9,0,0.0,0.0,0.0,0,0,0.0,15,50,4.5,3.6,58,284,0.4,15,52.0,4.6,3.7,59,178,0.4,1.44843
2021-11-04,20,5.7,15,5.3,15,60,3.0,50.0,54,76,3.0,50,51,75,1.1,40,52,1.1,46,52,37,9,0,0.0,0.0,0.0,0,0,0.0,15,54,4.1,3.5,62,170,0.4,16,55.0,4.0,3.4,60,308,0.4,1.424295
2021-11-04,22,5.7,15,5.3,15,60,3.0,50.0,54,76,3.0,50,51,75,1.1,40,52,1.1,46,52,37,9,0,0.0,0.0,0.0,0,0,0.0,15,54,4.1,3.5,62,170,0.4,16,55.0,4.0,3.4,60,308,0.4,1.404405
2021-11-05,0,5.6,15,5.3,15,58,3.0,50.0,52,76,3.0,50,51,77,1.1,40,52,1.1,46,53,37,9,0,0.0,0.0,0.0,0,0,0.0,15,56,4.3,3.5,62,300,0.4,16,53.0,4.3,3.5,60,138,0.4,2.5271596
2021-11-05,2,5.6,16,5.5,16,60,3.0,51.0,51,77,3.0,50,51,73,1.0,38,52,1.0,45,53,35,9,0,0.0,0.0,0.0,0,0,0.0,15,52,4.3,3.6,60,136,0.4,15,52.0,4.2,3.4,59,143,0.4,2.4098004
2021-11-05,4,5.6,16,5.5,16,74,3.0,51.0,56,74,3.0,50,51,76,1.0,38,52,1.0,45,53,35,9,0,0.0,0.0,0.0,0,0,0.0,15,52,4.3,3.6,60,136,0.4,15,52.0,4.2,3.4,59,143,0.4,2.5678177
2021-11-05,6,5.6,16,5.5,16,74,3.0,51.0,56,74,3.0,50,51,76,1.0,38,52,1.0,45,53,35,9,0,0.0,0.0,0.0,0,0,0.0,15,52,4.3,3.6,60,136,0.4,15,52.0,4.2,3.4,59,143,0.4,2.5188604
2021-11-05,8,5.5,16,5.4,16,74,3.0,51.0,56,74,3.0,50,51,76,1.0,38,52,1.0,45,53,35,9,0,0.0,0.0,0.0,0,0,0.0,15,52,4.3,3.6,60,136,0.4,15,52.0,4.2,3.4,59,143,0.4,2.5181289
2021-11-05,10,5.5,16,5.4,16,74,3.0,51.0,56,74,3.0,50,51,76,1.0,38,52,1.0,45,53,35,9,0,0.0,0.0,0.0,0,0,0.0,15,52,4.3,3.6,60,136,0.4,15,52.0,4.2,3.4,59,143,0.4,2.5290482
2021-11-05,12,5.6,16,5.5,16,74,3.0,51.0,56,74,3.0,50,51,76,1.0,38,52,1.0,45,53,35,9,0,0.0,0.0,0.0,0,0,0.0,15,53,4.3,3.6,59,136,0.4,15,52.0,4.2,3.4,58,143,0.4,2.5563797
2021-11-05,14,5.5,16,5.2,16,74,3.0,51.0,56,74,3.0,50,51,76,0.9,38,52,0.9,45,53,35,9,0,0.0,0.0,0.0,0,0,0.0,15,53,4.3,3.6,59,136,0.4,15,52.0,4.2,3.4,58,143,0.4,2.5000675
2021-11-05,16,5.7,16,5.5,16,74,3.0,51.0,56,74,3.0,50,51,76,0.9,38,52,0.9,45,53,35,9,0,0.0,0.0,0.0,0,0,0.0,15,52,4.3,3.6,59,136,0.4,15,54.0,4.2,3.4,60,143,0.4,2.4981789
2021-11-05,18,5.8,16,5.5,16,74,3.0,51.0,56,74,3.0,50,51,76,0.9,38,52,0.9,45,53,35,9,0,0.0,0.0,0.0,0,0,0.0,15,52,4.3,3.6,59,136,0.4,15,54.0,4.2,3.4,60,143,0.4,2.491489
2021-11-05,20,5.7,16,5.5,16,60,3.0,50.0,53,74,3.0,50,53,75,0.9,39,52,0.9,45,53,36,9,0,0.0,0.0,0.0,0,0,0.0,15,53,4.4,3.6,61,200,0.4,15,54.0,4.4,3.6,61,184,0.4,2.5325062
2021-11-05,22,5.7,16,5.5,16,60,3.0,50.0,53,74,3.0,50,53,75,0.9,39,52,0.9,45,53,36,9,0,0.0,0.0,0.0,0,0,0.0,15,53,4.4,3.6,61,200,0.4,15,54.0,4.4,3.6,61,184,0.4,2.4801707
2021-11-06,0,5.7,16,5.5,16,60,3.0,52.0,53,74,3.0,52,53,75,1.0,39,52,1.0,45,53,38,9,0,0.0,0.0,0.0,0,0,0.0,15,53,4.4,3.6,61,200,0.4,15,54.0,4.4,3.6,61,184,0.4,1.727475
2021-11-06,2,5.6,16,5.5,16,60,3.0,51.0,53,75,3.0,50,53,74,1.0,39,52,1.0,45,53,38,9,0,0.0,0.0,0.0,0,0,0.0,15,54,4.5,3.6,61,184,0.4,15,51.0,4.6,3.7,58,154,0.4,1.7584998
2021-11-06,4,5.4,15,5.2,15,60,3.0,51.0,53,75,3.0,51,53,75,0.9,39,53,0.9,46,53,37,9,0,0.0,0.0,0.0,0,0,0.0,14,56,4.5,3.6,61,284,0.4,15,52.0,4.5,3.6,59,215,0.4,1.7596065
2021-11-06,6,5.4,15,5.2,15,60,3.0,51.0,53,75,3.0,51,53,75,0.9,39,53,0.9,46,53,37,9,0,0.0,0.0,0.0,0,0,0.0,14,56,4.5,3.6,61,284,0.4,15,52.0,4.5,3.6,59,215,0.4,1.7689902
2021-11-06,8,5.5,15,5.3,15,60,3.0,51.0,53,75,3.0,51,53,75,0.9,39,53,0.9,46,53,37,9,0,0.0,0.0,0.0,0,0,0.0,14,55,4.5,3.6,60,284,0.4,15,53.0,4.5,3.6,60,215,0.4,1.7127531
2021-11-06,10,5.6,15,5.3,15,60,3.0,51.0,53,75,3.0,51,53,75,0.9,39,53,0.9,46,53,37,9,0,0.0,0.0,0.0,0,0,0.0,14,55,4.5,3.6,60,284,0.4,15,53.0,4.5,3.6,60,215,0.4,1.7450799
2021-11-06,12,5.6,15,5.3,15,60,3.0,51.0,53,75,3.0,51,53,75,0.9,39,53,0.9,46,53,37,9,0,0.0,0.0,0.0,0,0,0.0,14,55,4.5,3.6,61,284,0.4,15,55.0,4.5,3.6,61,215,0.4,1.7458332
2021-11-06,14,5.6,15,5.3,15,60,3.0,51.0,53,75,3.0,51,53,75,0.9,39,53,0.9,46,53,37,9,0,0.0,0.0,0.0,0,0,0.0,14,55,4.5,3.6,61,284,0.4,15,55.0,4.5,3.6,61,215,0.4,1.7194956
2021-11-06,16,5.5,15,5.2,15,60,3.0,51.0,53,75,3.0,51,53,75,0.9,39,53,0.9,46,53,37,9,0,0.0,0.0,0.0,0,0,0.0,14,55,4.5,3.6,61,284,0.4,15,55.0,4.5,3.6,61,215,0.4,1.7432757
2021-11-06,18,5.7,15,5.4,15,60,3.0,51.0,53,75,3.0,51,53,75,0.9,39,53,0.9,46,53,37,9,0,0.0,0.0,0.0,0,0,0.0,14,54,4.5,3.6,60,284,0.4,15,54.0,4.5,3.6,60,215,0.4,1.7303394
2021-11-06,20,5.5,15,5.3,15,60,3.0,50.0,53,75,3.0,50,53,75,1.0,40,53,1.0,46,53,37,9,0,0.0,0.0,0.0,0,0,0.0,14,56,4.4,3.5,62,185,0.4,16,54.0,4.4,3.6,61,187,0.4,1.7187237
2021-11-06,22,5.5,15,5.3,15,60,3.0,50.0,53,75,3.0,50,53,75,1.0,40,53,1.0,46,53,37,9,0,0.0,0.0,0.0,0,0,0.0,14,56,4.4,3.5,62,185,0.4,16,54.0,4.4,3.6,61,187,0.4,1.7509761
2021-11-07,0,5.5,15,5.3,15,60,3.0,50.0,53,75,3.0,50,53,75,1.0,40,53,1.0,46,53,37,9,0,0.0,0.0,0.0,0,0,0.0,14,56,4.4,3.5,62,185,0.4,16,54.0,4.4,3.6,61,187,0.4,0.8279685
2021-11-07,2,5.6,15,5.5,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,39,52,1.0,46,53,36,9,0,0.0,0.0,0.0,0,0,0.0,15,54,4.5,3.6,61,184,0.4,15,51.0,4.6,3.7,58,154,0.4,0.8307315
2021-11-07,4,5.6,15,5.5,15,60,3.0,52.0,53,75,3.0,52,53,74,1.0,39,52,1.0,46,53,38,9,0,0.0,0.0,0.0,0,0,0.0,15,52,4.5,3.7,59,218,0.4,15,51.0,4.6,3.7,58,195,0.4,0.838233
2021-11-07,6,5.6,15,5.5,15,60,3.0,52.0,53,75,3.0,52,53,74,1.0,39,52,1.0,46,53,38,9,0,0.0,0.0,0.0,0,0,0.0,15,52,4.5,3.7,59,218,0.4,15,51.0,4.6,3.7,58,195,0.4,0.827064
2021-11-07,8,5.5,15,5.2,15,60,3.0,52.0,53,75,3.0,52,53,74,1.0,39,52,1.0,46,53,38,9,0,0.0,0.0,0.0,0,0,0.0,15,53,4.5,3.7,59,218,0.4,15,51.0,4.6,3.7,58,195,0.4,0.822856499999999
2021-11-07,10,5.4,15,5.2,15,60,3.0,52.0,53,75,3.0,52,53,74,1.0,39,52,1.0,46,53,38,9,0,0.0,0.0,0.0,0,0,0.0,15,53,4.5,3.7,59,218,0.4,15,51.0,4.6,3.7,58,195,0.4,0.863235
2021-11-07,12,5.4,15,5.2,15,60,3.0,52.0,53,75,3.0,52,53,74,1.0,39,52,1.0,46,53,38,9,0,0.0,0.0,0.0,0,0,0.0,15,52,4.5,3.7,58,218,0.4,15,52.0,4.6,3.7,58,195,0.4,0.823005
2021-11-07,14,5.5,15,5.3,15,60,3.0,52.0,53,75,3.0,52,53,74,1.0,39,52,1.0,46,53,38,9,0,0.0,0.0,0.0,0,0,0.0,15,54,4.5,3.7,59,218,0.4,15,56.0,4.6,3.7,61,195,0.4,0.8147205
2021-11-07,16,5.5,15,5.3,15,60,3.0,52.0,53,75,3.0,52,53,74,1.0,39,52,1.0,46,53,38,9,0,0.0,0.0,0.0,0,0,0.0,15,54,4.5,3.7,59,218,0.4,15,56.0,4.6,3.7,61,195,0.4,0.8271
2021-11-07,18,5.6,15,5.4,15,60,3.0,52.0,53,75,3.0,52,53,74,1.0,39,52,1.0,46,53,38,9,0,0.0,0.0,0.0,0,0,0.0,15,54,4.5,3.7,59,218,0.4,15,56.0,4.6,3.7,61,195,0.4,0.8338005
2021-11-07,20,5.6,15,5.3,15,60,3.0,52.0,53,75,3.0,52,53,74,1.0,39,52,1.0,46,53,38,9,0,0.0,0.0,0.0,0,0,0.0,14,54,4.3,3.5,62,184,0.4,16,52.0,4.3,3.5,60,284,0.4,0.7564275
2021-11-07,22,5.6,15,5.3,15,60,3.0,52.0,53,75,3.0,52,53,74,1.0,39,52,1.0,46,53,38,9,0,0.0,0.0,0.0,0,0,0.0,14,54,4.3,3.5,62,184,0.4,16,52.0,4.3,3.5,60,284,0.4,0.7498395
2021-11-08,0,5.6,15,5.3,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,42,52,1.0,46,53,38,9,0,0.0,0.0,0.0,0,0,0.0,14,54,4.3,3.5,62,184,0.4,16,52.0,4.3,3.5,60,284,0.4,2.6236695
2021-11-08,2,5.6,15,5.5,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,43,52,1.0,46,53,38,9,0,0.0,0.0,0.0,0,0,0.0,15,54,4.5,3.6,61,184,0.4,15,51.0,4.6,3.7,58,154,0.4,2.682585
2021-11-08,4,5.6,15,5.5,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,43,52,1.0,46,53,38,9,0,0.0,0.0,0.0,0,0,0.0,15,54,4.5,3.6,61,184,0.4,15,51.0,4.6,3.7,58,154,0.4,2.642843
2021-11-08,6,5.6,15,5.5,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,43,52,1.0,46,53,38,9,0,0.0,0.0,0.0,0,0,0.0,15,54,4.5,3.6,61,184,0.4,15,51.0,4.6,3.7,58,154,0.4,2.6589785
2021-11-08,8,5.6,15,5.5,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,43,52,1.0,46,53,38,9,0,0.0,0.0,0.0,0,0,0.0,15,55,4.5,3.6,60,184,0.4,15,55.0,4.6,3.7,61,154,0.4,2.650903
2021-11-08,10,5.6,15,5.5,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,43,52,1.0,46,53,38,9,0,0.0,0.0,0.0,0,0,0.0,15,55,4.5,3.6,60,184,0.4,15,55.0,4.6,3.7,61,154,0.4,2.6839335
2021-11-08,12,5.5,15,5.3,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,43,52,1.0,46,53,38,9,0,0.0,0.0,0.0,0,0,0.0,15,54,4.5,3.6,60,184,0.4,15,56.0,4.6,3.7,61,154,0.4,2.653073
2021-11-08,14,5.5,15,5.3,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,43,52,1.0,46,53,38,9,0,0.0,0.0,0.0,0,0,0.0,15,54,4.5,3.6,60,184,0.4,15,56.0,4.6,3.7,61,154,0.4,2.674835
2021-11-08,16,5.6,15,5.3,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,43,52,1.0,46,53,38,9,0,0.0,0.0,0.0,0,0,0.0,15,54,4.5,3.6,60,184,0.4,15,56.0,4.6,3.7,61,154,0.4,2.5849505
2021-11-08,18,5.4,15,5.2,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,43,52,1.0,46,53,38,9,0,0.0,0.0,0.0,0,0,0.0,15,55,4.5,3.6,62,184,0.4,15,55.0,4.6,3.7,61,154,0.4,2.8086775
2021-11-08,20,5.4,15,5.2,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,43,52,1.0,46,53,38,9,0,0.0,0.0,0.0,0,0,0.0,15,55,4.5,3.6,62,184,0.4,15,55.0,4.6,3.7,61,154,0.4,2.6625125
2021-11-08,22,5.4,15,5.2,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,43,52,1.0,46,53,38,9,0,0.0,0.0,0.0,0,0,0.0,15,55,4.5,3.6,62,184,0.4,15,55.0,4.6,3.7,61,154,0.4,2.6938845
2021-11-09,0,5.6,15,5.3,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,41,52,1.0,46,53,37,9,0,0.0,0.0,0.0,0,0,0.0,14,54,4.0,3.5,60,245,0.4,16,54.0,4.0,3.3,60,198,0.4,0.3538647
2021-11-09,2,5.6,15,5.5,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,41,52,1.0,46,53,37,9,0,0.0,0.0,0.0,0,0,0.0,15,54,4.5,3.6,61,184,0.4,15,51.0,4.6,3.7,58,154,0.4,0.381045
2021-11-09,4,5.6,15,5.5,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,41,52,1.0,46,53,37,9,0,0.0,0.0,0.0,0,0,0.0,15,54,4.5,3.6,61,184,0.4,15,51.0,4.6,3.7,58,154,0.4,0.3621324
2021-11-09,6,5.6,15,5.5,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,41,52,1.0,46,53,37,9,0,0.0,0.0,0.0,0,0,0.0,15,54,4.5,3.6,61,184,0.4,15,51.0,4.6,3.7,58,154,0.4,0.3617775
2021-11-09,8,5.5,15,5.4,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,41,52,1.0,46,53,37,9,0,0.0,0.0,0.0,0,0,0.0,15,53,4.5,3.6,59,184,0.4,15,54.0,4.6,3.7,61,154,0.4,0.3737559
2021-11-09,10,5.7,15,5.5,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,41,52,1.0,46,53,37,9,0,0.0,0.0,0.0,0,0,0.0,15,53,4.5,3.6,59,184,0.4,15,54.0,4.6,3.7,61,154,0.4,0.3669204
2021-11-09,12,5.6,15,5.4,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,41,52,1.0,46,53,37,9,0,0.0,0.0,0.0,0,0,0.0,15,52,4.5,3.6,58,184,0.4,15,55.0,4.6,3.7,61,154,0.4,0.3907659
2021-11-09,14,5.5,15,5.4,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,41,52,1.0,46,53,38,9,0,0.0,0.0,0.0,0,0,0.0,15,51,4.5,3.6,58,184,0.4,15,52.0,4.6,3.7,59,154,0.4,0.4201134
2021-11-09,16,5.5,15,5.4,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,41,52,1.0,46,53,38,9,0,0.0,0.0,0.0,0,0,0.0,15,51,4.5,3.6,58,184,0.4,15,52.0,4.6,3.7,59,154,0.4,0.3830442
2021-11-09,18,5.7,15,5.3,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,41,52,1.0,46,53,38,9,0,0.0,0.0,0.0,0,0,0.0,15,55,4.5,3.6,60,184,0.4,15,51.0,4.6,3.7,59,154,0.4,0.360927
2021-11-09,20,5.7,15,5.3,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,41,52,1.0,46,53,38,9,0,0.0,0.0,0.0,0,0,0.0,15,55,4.5,3.6,60,184,0.4,15,51.0,4.6,3.7,59,154,0.4,0.3675987
2021-11-09,22,5.7,15,5.3,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,41,52,1.0,46,53,38,9,0,0.0,0.0,0.0,0,0,0.0,15,55,4.5,3.6,60,184,0.4,15,51.0,4.6,3.7,59,154,0.4,0.3625839
2021-11-10,0,5.7,15,5.3,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,41,52,1.0,46,53,38,9,0,0.0,0.0,0.0,0,0,0.0,15,55,4.5,3.6,60,184,0.4,15,51.0,4.6,3.7,59,154,0.4,2.5362244
2021-11-10,2,5.7,15,5.4,15,60,3.0,51.0,53,75,3.0,51,53,74,1.0,41,50,1.0,47,50,39,9,0,0.0,0.0,0.0,0,0,0.0,15,55,4.4,3.6,62,213,0.4,15,55.0,4.5,3.6,62,198,0.4,2.5566206
2021-11-10,4,5.7,15,5.4,15,60,3.0,51.0,53,75,3.0,51,53,74,1.0,41,50,1.0,47,50,39,9,0,0.0,0.0,0.0,0,0,0.0,15,55,4.4,3.6,62,213,0.4,15,55.0,4.5,3.6,62,198,0.4,2.585368
2021-11-10,6,5.7,15,5.4,15,60,3.0,51.0,53,75,3.0,51,53,74,1.0,41,50,1.0,47,50,39,9,0,0.0,0.0,0.0,0,0,0.0,15,55,4.4,3.6,62,213,0.4,15,55.0,4.5,3.6,62,198,0.4,2.5694686
2021-11-10,8,5.6,15,5.3,15,60,3.0,51.0,53,75,3.0,51,53,74,1.0,41,50,1.0,47,50,39,9,0,0.0,0.0,0.0,0,0,0.0,15,54,4.4,3.6,61,213,0.4,15,52.0,4.5,3.6,58,198,0.4,2.5113168
2021-11-10,10,5.5,15,5.2,15,60,3.0,51.0,53,75,3.0,51,53,74,1.0,41,50,1.0,47,50,39,9,0,0.0,0.0,0.0,0,0,0.0,15,54,4.4,3.6,61,213,0.4,15,52.0,4.5,3.6,58,198,0.4,2.6051948
2021-11-10,12,5.5,15,5.2,15,60,3.0,51.0,53,75,3.0,51,53,74,1.0,41,50,1.0,47,50,39,9,0,0.0,0.0,0.0,0,0,0.0,15,54,4.4,3.6,61,213,0.4,15,52.0,4.5,3.6,58,198,0.4,2.4367108
2021-11-10,14,5.6,15,5.4,15,60,3.0,51.0,53,75,3.0,51,53,74,1.0,41,50,1.0,47,50,39,9,0,0.0,0.0,0.0,0,0,0.0,15,54,4.4,3.6,61,213,0.4,15,52.0,4.5,3.6,58,198,0.4,2.5616138
2021-11-10,16,5.7,15,5.5,15,60,3.0,51.0,53,75,3.0,51,53,74,1.0,41,50,1.0,47,50,39,9,0,0.0,0.0,0.0,0,0,0.0,15,54,4.4,3.6,61,213,0.4,15,52.0,4.5,3.6,58,198,0.4,2.5428382
2021-11-10,18,5.6,15,5.5,15,60,3.0,51.0,53,75,3.0,51,53,74,1.0,41,50,1.0,47,50,39,9,0,0.0,0.0,0.0,0,0,0.0,15,53,4.4,3.6,61,213,0.4,15,52.0,4.5,3.6,58,198,0.4,2.5896166
2021-11-10,20,5.8,15,5.5,15,60,3.0,52.0,53,75,3.0,52,53,74,1.0,40,53,1.0,48,53,39,9,0,0.0,0.0,0.0,0,0,0.0,14,55,4.4,3.6,62,157,0.4,15,52.0,4.4,3.6,59,217,0.4,2.5941134
2021-11-10,22,5.8,15,5.5,15,60,3.0,52.0,53,75,3.0,52,53,74,1.0,40,53,1.0,48,53,39,9,0,0.0,0.0,0.0,0,0,0.0,14,55,4.4,3.6,62,157,0.4,15,52.0,4.4,3.6,59,217,0.4,2.6063336
2021-11-11,0,5.7,15,5.5,15,60,3.0,51.0,53,75,3.0,51,53,74,1.0,40,53,1.0,47,53,37,9,0,0.0,0.0,0.0,0,0,0.0,14,55,4.4,3.6,62,157,0.4,15,52.0,4.4,3.6,59,217,0.4,1.8770304
2021-11-11,2,5.7,15,5.4,15,60,3.0,51.0,53,75,3.0,51,53,74,1.0,39,50,1.0,46,50,36,9,0,0.0,0.0,0.0,0,0,0.0,15,57,4.4,3.6,62,213,0.4,15,55.0,4.5,3.6,62,198,0.4,1.8878496
2021-11-11,4,5.7,15,5.4,15,60,3.0,49.0,53,75,3.0,49,53,74,1.0,39,50,1.0,46,50,36,9,0,0.0,0.0,0.0,0,0,0.0,15,57,4.4,3.6,62,213,0.4,15,55.0,4.5,3.6,62,198,0.4,2.028096
2021-11-11,6,5.7,15,5.4,15,60,3.0,49.0,53,75,3.0,49,53,74,1.0,39,50,1.0,46,50,36,9,0,0.0,0.0,0.0,0,0,0.0,15,57,4.4,3.6,62,213,0.4,15,55.0,4.5,3.6,62,198,0.4,2.0594784
2021-11-11,8,5.8,15,5.5,15,60,3.0,49.0,53,75,3.0,49,53,74,1.0,39,50,1.0,46,50,36,9,0,0.0,0.0,0.0,0,0,0.0,15,56,4.4,3.6,61,213,0.4,15,54.0,4.5,3.6,60,198,0.4,2.0120128
2021-11-11,10,5.7,15,5.4,15,60,3.0,49.0,53,75,3.0,49,53,74,1.0,39,50,1.0,46,50,36,9,0,0.0,0.0,0.0,0,0,0.0,15,56,4.4,3.6,61,213,0.4,15,54.0,4.5,3.6,60,198,0.4,2.0128304
2021-11-11,12,5.7,15,5.4,15,60,3.0,49.0,53,75,3.0,49,53,74,1.0,39,50,1.0,46,50,36,9,0,0.0,0.0,0.0,0,0,0.0,15,56,4.4,3.6,61,213,0.4,15,54.0,4.5,3.6,60,198,0.4,1.9758032
2021-11-11,14,5.8,15,5.5,15,60,3.0,49.0,53,75,3.0,49,53,74,1.0,39,50,1.0,46,50,36,9,0,0.0,0.0,0.0,0,0,0.0,15,57,4.4,3.6,62,213,0.4,15,54.0,4.5,3.6,60,198,0.4,1.9867904
2021-11-11,16,5.8,15,5.5,15,60,3.0,49.0,53,75,3.0,49,53,74,1.0,39,50,1.0,46,50,36,9,0,0.0,0.0,0.0,0,0,0.0,15,57,4.4,3.6,62,213,0.4,15,54.0,4.5,3.6,60,198,0.4,1.9636512
2021-11-11,18,5.7,15,5.6,15,60,3.0,49.0,53,75,3.0,49,53,74,1.0,39,50,1.0,46,50,36,9,0,0.0,0.0,0.0,0,0,0.0,15,56,4.4,3.6,61,213,0.4,15,55.0,4.5,3.6,61,198,0.4,1.886864
2021-11-11,20,5.7,15,5.5,15,60,3.0,51.0,53,75,3.0,51,53,74,1.0,39,50,1.0,47,50,38,9,0,0.0,0.0,0.0,0,0,0.0,15,55,5.1,4.0,62,187,0.4,16,52.0,5.1,4.1,59,218,0.4,2.0806016
2021-11-11,22,5.7,15,5.5,15,60,3.0,51.0,53,75,3.0,51,53,74,1.0,39,50,1.0,47,50,38,9,0,0.0,0.0,0.0,0,0,0.0,15,55,5.1,4.0,62,187,0.4,16,52.0,5.1,4.1,59,218,0.4,1.9532016
2021-11-12,0,5.7,15,5.5,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,39,50,1.0,47,50,37,9,0,0.0,0.0,0.0,0,0,0.0,15,55,5.1,4.0,62,187,0.4,16,52.0,5.1,4.1,59,218,0.4,3.1632328
2021-11-12,2,5.7,15,5.4,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,39,50,1.0,47,50,37,9,0,0.0,0.0,0.0,0,0,0.0,15,57,4.4,3.6,62,213,0.4,15,55.0,4.5,3.6,62,198,0.4,3.2311734
2021-11-12,4,5.7,15,5.4,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,39,50,1.0,47,50,37,9,0,0.0,0.0,0.0,0,0,0.0,15,57,4.4,3.6,62,213,0.4,15,55.0,4.5,3.6,62,198,0.4,3.1848908
2021-11-12,6,5.7,15,5.4,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,39,50,1.0,46,50,36,9,0,0.0,0.0,0.0,0,0,0.0,14,54,4.1,3.4,61,157,0.4,15,53.0,4.1,3.4,60,257,0.4,3.3384442
2021-11-12,8,5.7,15,5.4,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,39,50,1.0,46,50,36,9,0,0.0,0.0,0.0,0,0,0.0,14,54,4.1,3.4,61,157,0.4,15,53.0,4.1,3.4,60,257,0.4,3.3859462
2021-11-12,10,5.6,15,5.3,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,39,50,1.0,46,50,36,9,0,0.0,0.0,0.0,0,0,0.0,14,54,4.1,3.4,61,157,0.4,15,53.0,4.1,3.4,60,257,0.4,3.3851454
2021-11-12,12,5.7,15,5.4,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,39,50,1.0,46,50,36,9,0,0.0,0.0,0.0,0,0,0.0,14,54,4.1,3.4,61,157,0.4,15,53.0,4.1,3.4,60,257,0.4,3.5035364
2021-11-12,14,5.6,15,5.3,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,39,50,1.0,46,50,36,9,0,0.0,0.0,0.0,0,0,0.0,14,54,4.1,3.4,61,157,0.4,15,53.0,4.1,3.4,60,257,0.4,3.2719596
2021-11-12,16,5.8,15,5.4,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,39,50,1.0,46,50,36,9,0,0.0,0.0,0.0,0,0,0.0,14,54,4.1,3.4,61,157,0.4,15,53.0,4.1,3.4,60,257,0.4,3.3477808
2021-11-12,18,5.8,15,5.4,15,60,3.0,50.0,53,75,3.0,50,53,74,1.0,39,50,1.0,46,50,36,9,0,0.0,0.0,0.0,0,0,0.0,14,53,4.1,3.4,60,157,0.4,15,54.0,4.1,3.4,61,257,0.4,3.4599838
2021-11-12,20,5.7,15,5.5,15,60,3.0,51.0,53,75,3.0,51,53,75,1.0,39,50,1.0,47,50,37,9,0,0.0,0.0,0.0,0,0,0.0,14,55,4.3,3.5,60,198,0.4,15,53.0,4.4,3.6,60,148,0.4,3.4026174
