Год,Месяц,День,Час,Блок манифольда|P бм  |кгс/см²,Блок манифольда|t жидкости| °С,С-1|P сеп. |кгс/см²,С-1|t жидкости |°С,С-1|L жидкости| см,С-2/1|P сеп. |кгс/см²,С-2/1|t жидкости|°С,С-2/1|L межфазный|см,С-2/1|L нефти|см,С-2/2|P сеп. |кгс/см²,С-2/2|t жидкости|°С,С-2/2|L межфазный|см,С-2/2|L нефти|см,ОН-1/1|P отс. |кгс/см²,ОН-1/1|t жидкости|°С,ОН-1/1|L межфазный|см,ОН-1/2|P отс. |кгс/см²,ОН-1/2|t жидкости|°С,ОН-1/2|L  межфазный|см,С-3|t жидкости|°С,С-3|L нефти|см,П-1|Т нефти на входе|°С,П-1|Т нефти на выходе|°С,П-1|Р нефти на входе|кгс/см²,П-1|Р нефти на выходе|кгс/см²,П-1|Т теплоно-сителя|°С,П-1|Т дымовых газов|°С,П-1|Р на горелку|кгс/см2,П-2|Т нефти на входе|°С,П-2|Т нефти на выходе|°С,П-2|Р нефти на входе|кгс/см²,П-2|Р нефти на выходе|кгс/см²,П-2|Т теплоно-сителя|°С,П-2|Т дымовых газов|°С,П-2|Р на горелку|кгс/см3,П-3|Т нефти на входе|°С,П-3|Т нефти на выходе|°С,П-3|Р нефти на входе|кгс/см²,П-3|Р нефти на выходе|кгс/см²,П-3|Т теплоно-сителя|°С,П-3|Т дымовых газов|°С,П-3|Р на горелку|кгс/см4,Вода с лагом (-1)
2021,2,24,22,6.6,16.0,6.2,15.0,73.0,2.3,62.0,52.0,82.0,2.3,60.0,52.0,81.0,1.8,41.0,52.0,1.8,53.0,52.0,41.0,7.0,15.0,68.0,4.6,3.5,74.0,310.0,0.4,15.0,61.0,4.7,3.7,70.0,301.0,0.4,15.0,63.0,4.7,3.7,70.0,299.0,0.4,0.259999999999986
2021,2,24,24,6.8,16.0,6.4,15.0,73.0,2.3,64.0,52.0,82.0,2.3,63.0,52.0,81.0,1.8,48.0,52.0,1.8,55.0,52.0,46.0,7.0,15.0,66.0,4.6,3.5,74.0,330.0,0.4,15.0,66.0,4.7,3.7,75.0,301.0,0.4,15.0,67.0,4.7,3.7,75.0,302.0,0.4,3.003
2021,2,25,2,7.3,16.0,6.2,15.0,73.0,2.3,64.0,52.0,82.0,2.3,64.0,52.0,81.0,1.8,45.0,52.0,1.8,57.0,52.0,46.0,7.0,15.0,65.0,4.6,3.5,73.0,289.0,0.4,15.0,65.0,4.7,3.7,74.0,321.0,0.4,15.0,64.0,4.7,3.7,72.0,199.0,0.4,10.005
2021,2,25,4,6.8,16.0,5.9,15.0,73.0,2.3,64.0,52.0,82.0,2.3,64.0,52.0,81.0,1.8,46.0,52.0,1.8,57.0,52.0,47.0,7.0,15.0,66.0,4.6,3.5,74.0,323.0,0.4,15.0,65.0,4.7,3.7,74.0,228.0,0.4,15.0,64.0,4.7,3.7,72.0,199.0,0.4,5.93999999999999
2021,2,25,6,6.7,16.0,6.1,15.0,73.0,2.4,64.0,52.0,82.0,2.4,64.0,52.0,81.0,2.0,47.0,52.0,2.0,58.0,52.0,48.0,7.0,15.0,68.0,4.6,3.5,75.0,323.0,0.4,15.0,65.0,4.7,3.7,74.0,228.0,0.4,15.0,65.0,4.7,3.7,73.0,199.0,0.4,5.11400000000003
2021,2,25,8,7.2,16.0,6.2,15.0,73.0,2.4,60.0,52.0,82.0,2.4,60.0,52.0,81.0,2.0,46.0,52.0,2.0,58.0,52.0,45.0,7.0,15.0,64.0,4.6,3.5,71.0,199.0,0.4,15.0,61.0,4.7,3.7,70.0,201.0,0.4,15.0,65.0,4.7,3.7,73.0,199.0,0.4,2.71499999999998
2021,2,25,10,7.0,16.0,6.0,15.0,73.0,2.3,57.0,52.0,82.0,2.3,57.0,52.0,81.0,1.9,45.0,52.0,1.9,57.0,52.0,41.0,7.0,15.0,61.0,4.6,3.5,67.0,199.0,0.4,15.0,56.0,4.7,3.7,64.0,201.0,0.4,15.0,56.0,4.7,3.7,64.0,199.0,0.4,3.15600000000001
2021,2,25,12,7.1,16.0,6.1,15.0,73.0,2.3,57.0,52.0,82.0,2.3,57.0,52.0,81.0,1.9,45.0,52.0,1.9,57.0,52.0,41.0,7.0,15.0,58.0,4.6,3.5,65.0,199.0,0.4,15.0,56.0,4.7,3.7,64.0,201.0,0.4,15.0,59.0,4.7,3.7,66.0,199.0,0.4,3.279
2021,2,25,14,7.0,16.0,6.0,15.0,73.0,2.4,57.0,52.0,82.0,2.4,57.0,52.0,81.0,1.9,45.0,52.0,1.9,56.0,52.0,41.0,7.0,15.0,58.0,4.6,3.5,65.0,199.0,0.4,15.0,58.0,4.7,3.7,66.0,201.0,0.4,15.0,62.0,4.7,3.7,68.0,199.0,0.4,1.578
2021,2,25,16,7.1,16.0,6.2,15.0,73.0,2.4,57.0,52.0,82.0,2.4,57.0,52.0,81.0,1.9,44.0,52.0,1.9,55.0,52.0,40.0,7.0,15.0,57.0,4.6,3.5,64.0,199.0,0.4,15.0,56.0,4.7,3.7,64.0,201.0,0.4,15.0,58.0,4.7,3.7,65.0,199.0,0.4,1.24199999999999
2021,2,25,18,7.0,16.0,6.0,15.0,73.0,2.4,57.0,52.0,82.0,2.4,57.0,52.0,81.0,1.9,45.0,52.0,1.9,54.0,52.0,40.0,7.0,15.0,62.0,4.6,3.5,68.0,199.0,0.4,15.0,57.0,4.7,3.7,65.0,201.0,0.4,15.0,55.0,4.7,3.7,64.0,199.0,0.4,1.09000000000002
2021,2,25,20,6.9,16.0,6.1,15.0,73.0,2.4,56.0,52.0,82.0,2.4,56.0,52.0,81.0,1.9,44.0,52.0,1.9,55.0,52.0,39.0,7.0,15.0,59.0,4.6,3.5,67.0,199.0,0.4,15.0,57.0,4.7,3.7,66.0,201.0,0.4,15.0,55.0,4.7,3.7,64.0,199.0,0.4,1.20899999999999
2021,2,25,22,7.0,16.0,6.2,15.0,73.0,2.4,56.0,52.0,82.0,2.4,56.0,52.0,81.0,1.9,45.0,52.0,1.9,54.0,52.0,39.0,7.0,15.0,63.0,4.6,3.5,69.0,266.0,0.4,15.0,60.0,4.7,3.7,67.0,308.0,0.4,15.0,58.0,4.7,3.7,65.0,235.0,0.4,1.559
2021,2,25,24,6.6,16.0,6.0,15.0,73.0,2.4,56.0,52.0,82.0,2.4,56.0,52.0,81.0,1.9,44.0,52.0,1.9,54.0,52.0,39.0,7.0,15.0,61.0,4.6,3.5,68.0,301.0,0.4,15.0,54.0,4.7,3.7,63.0,289.0,0.4,15.0,60.0,4.7,3.7,68.0,266.0,0.4,1.11600000000001
2021,2,26,2,6.8,16.0,6.1,15.0,73.0,2.4,56.0,52.0,82.0,2.4,55.0,52.0,81.0,1.9,45.0,52.0,1.9,53.0,52.0,39.0,7.0,15.0,57.0,4.6,3.5,65.0,323.0,0.4,15.0,57.0,4.7,3.7,67.0,241.0,0.4,15.0,57.0,4.7,3.7,65.0,232.0,0.4,0.447999999999991
2021,2,26,4,6.9,16.0,6.3,15.0,73.0,2.4,56.0,52.0,82.0,2.4,55.0,52.0,81.0,1.9,44.0,52.0,1.9,53.0,52.0,39.0,7.0,15.0,58.0,4.6,3.5,66.0,323.0,0.4,15.0,60.0,4.7,3.7,68.0,228.0,0.4,15.0,61.0,4.7,3.7,68.0,311.0,0.4,1.797
2021,2,26,6,7.1,16.0,6.2,15.0,73.0,2.4,57.0,52.0,82.0,2.4,56.0,52.0,81.0,1.9,43.0,52.0,1.9,53.0,52.0,39.0,7.0,15.0,58.0,4.6,3.5,66.0,323.0,0.4,15.0,60.0,4.7,3.7,68.0,228.0,0.4,15.0,61.0,4.7,3.7,68.0,311.0,0.4,1.43920000000001
2021,2,26,8,7.0,16.0,6.4,15.0,73.0,2.4,57.0,52.0,82.0,2.4,56.0,52.0,81.0,1.9,45.0,52.0,1.9,52.0,52.0,39.0,7.0,15.0,57.0,4.6,3.5,65.0,266.0,0.4,15.0,55.0,4.7,3.7,63.0,303.0,0.4,15.0,61.0,4.7,3.7,68.0,311.0,0.4,0.770799999999989
2021,2,26,10,6.9,16.0,6.2,15.0,73.0,2.4,57.0,52.0,82.0,2.4,56.0,52.0,81.0,1.9,45.0,52.0,1.9,52.0,52.0,39.0,7.0,15.0,60.0,4.6,3.5,67.0,266.0,0.4,15.0,58.0,4.7,3.7,67.0,303.0,0.4,15.0,57.0,4.7,3.7,64.0,311.0,0.4,1.351
2021,2,26,12,7.0,16.0,6.9,15.0,73.0,2.4,56.0,52.0,82.0,2.4,56.0,52.0,81.0,1.9,49.0,52.0,1.9,52.0,52.0,39.0,7.0,15.0,56.0,4.8,3.7,64.0,298.0,0.4,15.0,58.0,4.9,3.8,66.0,167.0,0.4,15.0,58.0,5.3,4.1,65.0,147.0,0.4,2.12900000000001
2021,2,26,14,6.9,16.0,6.5,15.0,75.0,2.4,56.0,52.0,82.0,2.4,56.0,52.0,90.0,1.9,44.0,52.0,1.9,54.0,54.0,39.0,7.0,15.0,56.0,5.2,4.0,63.0,266.0,0.4,15.0,57.0,5.4,4.3,66.0,168.0,0.4,15.0,60.0,5.3,4.3,66.0,209.0,0.4,0.584000000000003
2021,2,26,16,6.5,16.0,6.3,15.0,75.0,2.4,56.0,51.0,90.0,2.4,56.0,53.0,80.0,1.9,47.0,55.0,1.9,54.0,55.0,39.0,7.0,15.0,61.0,5.1,3.9,68.0,179.0,0.4,15.0,58.0,5.3,4.1,66.0,330.0,0.4,15.0,56.0,5.3,4.3,66.0,141.0,0.4,0.651000000000011
2021,2,26,18,7.0,16.0,6.1,15.0,74.0,2.4,57.0,52.0,80.0,2.4,56.0,52.0,81.0,1.9,47.0,54.0,1.9,54.0,54.0,39.0,7.0,15.0,57.0,4.6,3.6,64.0,298.0,0.4,15.0,58.0,4.9,3.8,64.0,316.0,0.4,15.0,62.0,5.0,3.9,68.0,269.0,0.4,0.84099999999998
2021,2,26,20,7.0,16.0,6.3,15.0,75.0,2.4,56.0,52.0,80.0,2.4,56.0,52.0,82.0,1.9,46.0,54.0,1.9,54.0,54.0,39.0,7.0,15.0,58.0,4.8,3.9,65.0,140.0,0.4,15.0,55.0,4.7,3.8,63.0,308.0,0.4,15.0,56.0,4.7,3.7,64.0,140.0,0.4,0.89100000000002
2021,2,26,22,6.9,16.0,6.1,15.0,77.0,2.4,56.0,50.0,98.0,2.4,56.0,51.0,85.0,2.0,49.0,55.0,2.0,54.0,54.0,38.0,7.0,15.0,62.0,4.9,3.9,68.0,250.0,0.4,15.0,56.0,5.2,4.1,65.0,329.0,0.4,15.0,58.0,5.0,4.0,66.0,158.0,0.4,0.251999999999981
2021,2,26,24,7.1,16.0,6.1,15.0,73.0,2.4,57.0,51.0,81.0,2.4,56.0,52.0,82.0,1.9,48.0,54.0,1.9,54.0,55.0,38.0,7.0,15.0,59.0,4.9,3.9,67.0,149.0,0.4,15.0,55.0,5.1,4.0,64.0,139.0,0.4,15.0,56.0,5.1,4.0,63.0,274.0,0.4,0.0630000000000086
2021,2,27,2,6.9,16.0,6.1,15.0,73.0,2.4,56.0,53.0,89.0,2.4,56.0,52.0,79.0,1.9,48.0,54.0,1.9,54.0,54.0,38.0,7.0,15.0,57.0,5.3,4.1,64.0,126.0,0.4,15.0,59.0,5.3,4.3,68.0,288.0,0.4,15.0,58.0,5.1,4.1,65.0,337.0,0.4,0.0630000000000086
2021,2,27,4,6.7,16.0,6.0,15.0,78.0,2.4,56.0,52.0,95.0,2.4,55.0,52.0,80.0,1.9,44.0,52.0,1.9,53.0,52.0,38.0,7.0,15.0,59.0,5.0,3.9,65.0,315.0,0.4,15.0,58.0,5.2,4.0,66.0,161.0,0.4,15.0,58.0,5.5,4.3,66.0,150.0,0.4,0.170000000000016
2021,2,27,6,6.9,16.0,6.2,15.0,74.0,2.4,56.0,52.0,95.0,2.4,56.0,52.0,77.0,1.9,44.0,54.0,1.9,53.0,54.0,39.0,7.0,15.0,59.0,4.7,3.7,65.0,315.0,0.4,15.0,58.0,4.7,3.6,66.0,161.0,0.4,15.0,58.0,4.6,3.5,66.0,150.0,0.4,0.01799999999999
2021,2,27,8,6.7,16.0,6.4,15.0,74.0,2.4,56.0,53.0,80.0,2.4,56.0,52.0,79.0,1.9,49.0,55.0,1.9,53.0,54.0,39.0,7.0,15.0,58.0,4.7,3.8,65.0,132.0,0.4,15.0,57.0,4.7,3.9,65.0,151.0,0.4,15.0,59.0,4.6,3.7,66.0,156.0,0.4,0.0230000000000059
2021,2,27,10,6.7,15.0,6.1,15.0,74.0,2.4,56.0,51.0,92.0,2.4,56.0,52.0,80.0,1.9,48.0,54.0,1.9,53.0,54.0,39.0,7.0,15.0,56.0,4.9,3.9,63.0,254.0,0.4,15.0,59.0,4.8,3.9,68.0,198.0,0.4,15.0,56.0,4.7,3.8,64.0,137.0,0.4,0.00499999999999545
2021,2,27,12,6.7,16.0,6.0,15.0,74.0,2.4,57.0,51.0,87.0,2.4,56.0,52.0,82.0,2.0,47.0,54.0,2.0,53.0,54.0,39.0,7.0,15.0,61.0,5.3,4.1,67.0,340.0,0.4,15.0,55.0,5.2,4.1,63.0,282.0,0.4,15.0,56.0,5.2,4.2,64.0,135.0,0.4,0.0260000000000105
2021,2,27,14,7.0,16.0,6.0,15.0,75.0,2.4,56.0,53.0,98.0,2.4,56.0,52.0,98.0,2.0,49.0,55.0,2.0,53.0,54.0,39.0,7.0,15.0,60.0,5.7,4.5,66.0,335.0,0.4,15.0,59.0,5.6,4.5,68.0,302.0,0.4,15.0,56.0,5.7,4.6,64.0,140.0,0.4,0.11699999999999
2021,2,27,16,7.0,16.0,6.0,15.0,76.0,2.4,57.0,52.0,96.0,2.4,56.0,51.0,93.0,1.9,49.0,55.0,1.9,53.0,54.0,39.0,7.0,15.0,59.0,5.0,3.8,66.0,140.0,0.4,15.0,55.0,5.1,4.1,63.0,139.0,0.4,15.0,56.0,5.1,4.2,64.0,134.0,0.4,0.0139999999999985
2021,2,27,18,7.0,16.0,5.9,15.0,76.0,2.4,56.0,52.0,98.0,2.4,56.0,52.0,82.0,1.9,50.0,49.0,1.9,52.0,50.0,39.0,7.0,15.0,62.0,5.0,3.9,68.0,288.0,0.4,15.0,57.0,4.9,4.0,66.0,155.0,0.4,15.0,58.0,5.0,3.9,66.0,330.0,0.4,0.168000000000006
2021,2,27,20,6.8,16.0,6.0,15.0,75.0,2.3,56.0,52.0,98.0,2.4,56.0,52.0,83.0,1.9,50.0,50.0,1.9,51.0,51.0,39.0,7.0,15.0,60.0,5.0,4.0,68.0,202.0,0.4,15.0,59.0,4.7,3.9,68.0,206.0,0.4,15.0,58.0,4.5,3.6,66.0,143.0,0.4,1.074
2021,2,27,22,6.6,16.0,5.9,15.0,74.0,2.4,57.0,53.0,74.0,2.4,56.0,52.0,76.0,1.9,46.0,52.0,1.9,54.0,52.0,42.0,7.0,15.0,57.0,4.9,3.9,63.0,244.0,0.4,15.0,56.0,5.0,4.0,64.0,135.0,0.4,15.0,60.0,5.0,3.9,67.0,335.0,0.4,0.0120000000000058
2021,2,27,24,6.6,16.0,5.9,15.0,74.0,2.4,57.0,53.0,83.0,2.4,56.0,52.0,71.0,1.9,46.0,52.0,1.9,54.0,52.0,42.0,7.0,15.0,57.0,5.1,3.9,63.0,244.0,0.4,15.0,56.0,5.2,4.1,64.0,135.0,0.4,15.0,60.0,5.2,4.1,67.0,335.0,0.4,0.0120000000000058
2021,2,28,2,6.9,16.0,5.8,15.0,75.0,2.4,57.0,52.0,70.0,2.4,55.0,53.0,75.0,1.9,43.0,52.0,1.9,53.0,52.0,42.0,7.0,15.0,59.0,5.1,4.1,65.0,132.0,0.4,15.0,59.0,5.2,4.1,68.0,318.0,0.4,15.0,58.0,5.2,4.1,65.0,330.0,0.4,0.0120000000000058
2021,2,28,4,7.0,16.0,6.0,15.0,77.0,2.3,56.0,52.0,82.0,2.4,55.0,52.0,75.0,1.9,44.0,53.0,1.9,53.0,52.0,41.0,7.0,15.0,58.0,4.6,3.5,64.0,120.0,0.4,15.0,58.0,4.8,3.7,67.0,147.0,0.4,15.0,57.0,4.8,3.7,63.0,156.0,0.4,0.280999999999997
2021,2,28,6,6.7,16.0,6.2,15.0,73.0,2.4,57.0,51.0,72.0,2.4,56.0,52.0,76.0,1.9,41.0,52.0,1.9,53.0,52.0,40.0,7.0,15.0,62.0,5.2,4.1,68.0,315.0,0.4,15.0,58.0,4.2,4.2,67.0,185.0,0.4,15.0,58.0,4.9,4.0,66.0,335.0,0.4,0.446999999999999
2021,2,28,8,6.6,16.0,6.0,15.0,73.0,2.4,57.0,54.0,73.0,2.4,56.0,52.0,76.0,1.9,41.0,52.0,1.9,54.0,53.0,40.0,7.0,15.0,58.0,5.0,4.0,64.0,125.0,0.4,15.0,54.0,5.1,4.0,63.0,277.0,0.4,15.0,61.0,5.0,4.0,68.0,270.0,0.4,0.377000000000001
2021,2,28,10,6.7,16.0,6.0,15.0,75.0,2.4,56.0,52.0,70.0,2.4,55.0,51.0,75.0,1.9,41.0,52.0,1.9,54.0,53.0,40.0,7.0,15.0,61.0,5.2,4.3,68.0,211.0,0.4,15.0,54.0,5.0,4.0,64.0,138.0,0.4,15.0,58.0,4.7,3.8,66.0,158.0,0.4,0.545000000000005
2021,2,28,12,6.5,15.0,6.0,15.0,73.0,2.4,56.0,53.0,80.0,2.4,55.0,52.0,75.0,1.9,43.0,52.0,1.9,53.0,52.0,40.0,7.0,15.0,59.0,4.5,3.6,65.0,125.0,0.4,15.0,59.0,4.8,3.8,66.0,159.0,0.4,15.0,60.0,4.9,3.8,67.0,152.0,0.4,1.35199999999999
2021,2,28,14,6.8,16.0,6.0,15.0,73.0,2.4,57.0,52.0,76.0,2.4,56.0,52.0,73.0,1.9,42.0,52.0,1.9,54.0,52.0,40.0,7.0,15.0,57.0,4.5,3.6,64.0,123.0,0.4,15.0,55.0,4.7,3.7,63.0,131.0,0.4,15.0,61.0,5.0,3.9,67.0,338.0,0.4,2.03399999999999
2021,2,28,16,6.8,16.0,5.8,15.0,78.0,2.4,56.0,53.0,76.0,2.4,56.0,52.0,75.0,1.9,43.0,52.0,1.9,53.0,52.0,40.0,7.0,15.0,60.0,5.0,4.1,67.0,339.0,0.4,15.0,59.0,4.6,3.8,68.0,327.0,0.4,15.0,59.0,4.5,3.7,66.0,337.0,0.4,0.790000000000021
2021,2,28,18,7.0,16.0,5.9,15.0,77.0,2.4,56.0,52.0,72.0,2.4,56.0,51.0,79.0,1.9,44.0,52.0,1.9,53.0,52.0,40.0,7.0,15.0,57.0,5.0,4.1,64.0,123.0,0.4,15.0,59.0,4.7,3.9,68.0,318.0,0.4,15.0,58.0,4.6,3.6,66.0,145.0,0.4,0.0119999999999862
2021,2,28,20,6.8,15.0,6.0,15.0,74.0,2.4,57.0,51.0,70.0,2.4,56.0,52.0,76.0,1.9,44.0,52.0,1.9,53.0,52.0,40.0,7.0,15.0,59.0,4.9,3.8,66.0,332.0,0.4,15.0,55.0,4.8,3.9,64.0,137.0,0.4,15.0,58.0,4.9,3.9,65.0,141.0,0.4,0.433000000000007
2021,2,28,22,7.1,16.0,5.9,15.0,79.0,2.2,57.0,53.0,76.0,2.2,56.0,51.0,76.0,1.8,44.0,52.0,1.8,53.0,52.0,42.0,7.0,15.0,61.0,4.9,3.6,66.0,138.0,0.4,15.0,58.0,4.9,3.8,65.0,315.0,0.4,15.0,61.0,4.9,3.9,67.0,341.0,0.4,0.411000000000001
2021,2,28,24,6.7,16.0,5.9,15.0,73.0,2.2,57.0,53.0,74.0,2.2,56.0,51.0,77.0,1.8,44.0,52.0,1.8,53.0,52.0,42.0,7.0,15.0,61.0,4.9,3.6,68.0,211.0,0.4,15.0,58.0,4.9,3.8,64.0,159.0,0.4,15.0,61.0,4.9,3.9,67.0,340.0,0.4,5.01699999999998
2021,3,1,2,6.8,15.0,5.8,15.0,73.0,2.3,56.0,51.0,70.0,2.3,56.0,52.0,75.0,1.8,44.0,52.0,1.8,53.0,52.0,41.0,7.0,15.0,61.0,5.1,3.9,67.0,158.0,0.4,15.0,60.0,5.1,3.9,68.0,260.0,0.4,15.0,59.0,5.1,4.0,66.0,339.0,0.4,0.033000000000007
2021,3,1,4,6.8,15.0,5.8,15.0,76.0,2.3,56.0,52.0,68.0,2.8,55.0,52.0,76.0,1.9,44.0,52.0,1.9,53.0,52.0,41.0,7.0,15.0,61.0,4.9,3.8,67.0,144.0,0.4,15.0,54.0,5.0,3.9,63.0,242.0,0.4,15.0,67.0,4.9,3.9,67.0,343.0,0.4,0.033000000000007
2021,3,1,6,6.8,15.0,5.8,15.0,76.0,2.3,56.0,52.0,67.0,2.8,55.0,52.0,72.0,1.9,44.0,52.0,1.9,53.0,52.0,41.0,7.0,15.0,61.0,4.9,3.8,67.0,144.0,0.4,15.0,54.0,5.0,3.9,63.0,242.0,0.4,15.0,67.0,4.9,3.9,67.0,343.0,0.4,0.151999999999989
2021,3,1,8,6.8,15.0,5.8,15.0,74.0,2.3,56.0,52.0,74.0,2.3,55.0,52.0,74.0,1.9,44.0,52.0,1.9,53.0,52.0,41.0,7.0,15.0,59.0,4.8,3.9,65.0,327.0,0.4,15.0,55.0,4.6,3.8,64.0,136.0,0.4,15.0,61.0,4.5,3.7,68.0,235.0,0.4,0.32300000000001
2021,3,1,10,6.8,15.0,6.0,15.0,74.0,2.3,56.0,52.0,71.0,2.3,56.0,52.0,73.0,1.8,42.0,52.0,1.8,54.0,52.0,41.0,7.0,15.0,60.0,5.0,3.7,65.0,331.0,0.4,15.0,57.0,5.0,3.9,66.0,166.0,0.4,15.0,59.0,5.0,3.9,67.0,185.0,0.4,0.190000000000001
2021,3,1,12,6.7,15.0,5.6,15.0,76.0,2.3,57.0,52.0,85.0,2.3,56.0,52.0,76.0,1.8,42.0,52.0,1.8,54.0,52.0,41.0,7.0,15.0,59.0,5.2,4.0,66.0,140.0,0.4,15.0,55.0,5.2,4.2,64.0,140.0,0.4,15.0,57.0,5.3,4.1,65.0,333.0,0.4,0.288000000000011
2021,3,1,14,6.7,15.0,5.9,15.0,75.0,2.3,57.0,52.0,74.0,2.3,56.0,52.0,73.0,1.8,42.0,52.0,1.8,55.0,52.0,41.0,7.0,15.0,59.0,4.3,3.4,65.0,124.0,0.4,15.0,59.0,4.3,3.3,66.0,325.0,0.4,15.0,57.0,4.4,3.4,64.0,131.0,0.4,0.12299999999999
2021,3,1,16,6.5,15.0,5.8,15.0,73.0,2.3,56.0,52.0,71.0,2.3,56.0,52.0,79.0,1.8,43.0,52.0,1.8,55.0,52.0,41.0,7.0,15.0,62.0,4.7,3.8,68.0,181.0,0.4,15.0,56.0,4.5,3.6,65.0,145.0,0.4,15.0,57.0,4.3,3.6,64.0,318.0,0.4,0.272999999999996
2021,3,1,18,6.5,15.0,5.8,15.0,77.0,2.3,56.0,53.0,71.0,2.3,55.0,52.0,76.0,1.8,42.0,52.0,1.8,54.0,52.0,41.0,7.0,15.0,58.0,4.9,3.8,65.0,123.0,0.4,15.0,58.0,4.9,4.0,66.0,326.0,0.4,15.0,57.0,4.9,3.9,65.0,141.0,0.4,0.373000000000005
2021,3,1,20,7.0,15.0,6.0,15.0,75.0,2.3,55.0,52.0,77.0,2.3,55.0,52.0,73.0,1.8,42.0,52.0,1.8,54.0,52.0,41.0,7.0,14.0,61.0,4.5,3.8,67.0,196.0,0.4,15.0,55.0,4.7,3.6,63.0,139.0,0.4,15.0,57.0,4.6,3.6,64.0,139.0,0.4,0.242999999999995
2021,3,1,22,6.8,15.0,6.0,15.0,73.0,2.3,56.0,51.0,77.0,2.3,55.0,52.0,75.0,1.8,42.0,52.0,1.8,54.0,52.0,40.0,8.0,14.0,62.0,4.5,3.3,68.0,230.0,0.4,15.0,57.0,4.6,3.6,65.0,329.0,0.4,15.0,61.0,4.7,3.6,67.0,313.0,0.4,0.0259999999999963
2021,3,1,24,6.8,15.0,6.0,15.0,75.0,2.3,56.0,51.0,75.0,2.3,55.0,52.0,69.0,1.8,42.0,52.0,1.8,54.0,52.0,40.0,7.0,14.0,62.0,4.8,3.6,68.0,230.0,0.4,15.0,57.0,4.9,3.8,65.0,329.0,0.4,15.0,61.0,4.9,3.8,67.0,313.0,0.4,0.120000000000005
2021,3,2,2,7.0,15.0,5.8,15.0,74.0,2.3,56.0,52.0,73.0,2.3,55.0,52.0,76.0,1.8,42.0,52.0,1.8,54.0,52.0,40.0,7.0,14.0,57.0,4.9,3.7,64.0,124.0,0.4,15.0,55.0,4.9,3.8,64.0,149.0,0.4,14.0,57.0,4.9,3.9,65.0,156.0,0.4,0.132000000000005
2021,3,2,4,6.6,15.0,6.1,15.0,71.0,2.3,56.0,52.0,59.0,2.3,55.0,52.0,81.0,1.8,44.0,52.0,1.8,53.0,52.0,41.0,7.0,14.0,59.0,5.1,4.0,67.0,155.0,0.4,15.0,55.0,5.1,4.0,65.0,167.0,0.4,14.0,54.0,4.9,3.9,63.0,302.0,0.4,0.313999999999993
2021,3,2,6,6.5,15.0,6.1,15.0,71.0,2.3,56.0,52.0,70.0,2.3,55.0,52.0,76.0,1.8,44.0,52.0,1.8,53.0,52.0,39.0,7.0,14.0,59.0,5.0,3.9,67.0,155.0,0.4,15.0,55.0,5.0,4.0,65.0,167.0,0.4,14.0,54.0,5.0,3.9,63.0,302.0,0.4,1.469
2021,3,2,8,7.0,15.0,5.8,15.0,76.0,2.3,55.0,52.0,81.0,2.3,55.0,52.0,72.0,1.8,42.0,52.0,1.8,54.0,52.0,39.0,7.0,14.0,59.0,4.2,3.3,66.0,153.0,0.4,15.0,57.0,4.2,3.5,66.0,174.0,0.4,14.0,57.0,4.4,3.3,64.0,326.0,0.4,0.0829999999999984
2021,3,2,10,6.8,15.0,6.0,15.0,73.0,2.4,55.0,52.0,80.0,2.4,55.0,52.0,73.0,1.9,40.0,53.0,1.8,53.0,53.0,39.0,7.0,14.0,60.0,4.2,3.3,67.0,160.0,0.4,14.0,55.0,4.1,3.3,63.0,137.0,0.4,14.0,58.0,4.1,3.1,65.0,140.0,0.4,0.0840000000000032
2021,3,2,12,7.0,15.0,6.0,15.0,73.0,2.3,56.0,52.0,73.0,2.4,55.0,52.0,72.0,1.8,42.0,53.0,1.8,54.0,54.0,39.0,7.0,14.0,56.0,4.5,3.7,63.0,111.0,0.4,14.0,56.0,4.4,3.6,65.0,323.0,0.4,14.0,58.0,4.2,3.4,66.0,156.0,0.4,0.0819999999999936
2021,3,2,14,6.7,15.0,6.0,15.0,74.0,2.3,56.0,53.0,77.0,2.3,55.0,52.0,71.0,1.8,43.0,54.0,1.8,54.0,54.0,39.0,7.0,14.0,58.0,4.4,3.5,64.0,116.0,0.4,14.0,58.0,4.5,3.5,65.0,322.0,0.4,14.0,56.0,4.6,3.6,64.0,124.0,0.4,0.199000000000012
2021,3,2,16,6.5,15.0,5.8,15.0,77.0,2.3,56.0,52.0,80.0,2.3,55.0,52.0,73.0,1.8,44.0,54.0,1.8,54.0,55.0,39.0,7.0,14.0,60.0,4.4,3.5,66.0,152.0,0.4,14.0,54.0,4.2,3.4,63.0,132.0,0.4,14.0,55.0,4.1,3.3,63.0,119.0,0.4,0.172999999999988
2021,3,2,18,6.7,15.0,5.7,15.0,75.0,2.3,55.0,52.0,71.0,2.3,55.0,52.0,75.0,1.8,44.0,54.0,1.8,54.0,54.0,39.0,7.0,14.0,62.0,4.6,3.6,67.0,169.0,0.4,14.0,57.0,4.8,3.7,66.0,183.0,0.4,14.0,55.0,4.9,3.8,63.0,120.0,0.4,0.0780000000000101
