,Дата,Блок манифольда|P бм  |кгс/см²,Блок манифольда|t жидкости| °С,С-1/1|P сеп. |кгс/см²,С-1/1|t жидкости |°С,С-1/1|L жидкости| см,С-1/2|P сеп. |кгс/см²,С-1/2|t жидкости |°С,С-1/2|L жидкости| см,С-2/1|P сеп. |кгс/см²,С-2/1|t жидкости|°С,С-2/1|L межфазный|см,С-2/1|L нефти|см,С-2/2|P сеп. |кгс/см²,С-2/2|t жидкости|°С,С-2/2|L межфазный|см,С-2/2|L нефти|см,ОН-1/1|P отс. |кгс/см²,ОН-1/1|t жидкости|°С,ОН-1/1|L межфазный|см,ОН-1/2|P отс. |кгс/см²,ОН-1/2|t жидкости|°С,ОН-1/2|L  межфазный|см,С-3/1|t жидкости|°С,С-3/1|L нефти|см,С-3/2|t жидкости|°С,С-3/2|L нефти|см,П-1|Т нефти на входе|°С,П-1|Т нефти на выходе|°С,П-1|Р нефти на входе|кгс/см²,П-1|Р нефти на выходе|кгс/см²,П-1|Т теплоно-сителя|°С,П-1|Т дымовых газов|°С,П-1|Р на горелку|кгс/см2,П-2|Т нефти на входе|°С,П-2|Т нефти на выходе|°С,П-2|Р нефти на входе|кгс/см²,П-2|Р нефти на выходе|кгс/см²,П-2|Т теплоно-сителя|°С,П-2|Т дымовых газов|°С,П-2|Р на горелку|кгс/см3,П-3|Т нефти на входе|°С,П-3|Т нефти на выходе|°С,П-3|Р нефти на входе|кгс/см²,П-3|Р нефти на выходе|кгс/см²,П-3|Т теплоно-сителя|°С,П-3|Т дымовых газов|°С,П-3|Р на горелку|кгс/см4,Добыча воды за 2 ч,"Добыча воды за 2 ч, расч","Добыча воды за 2 ч, расч, по ТОРам",Показания влагомера,Расход пресной воды
56,2024-03-05 16:00:00,9.8,16.0,9.6,13.0,61.0,9.6,17.0,62.0,4.2,47.0,71.0,70.0,4.2,46.0,72.0,67.0,2.4,42.0,70.0,2.4,40.0,70.0,50.0,81.0,34.0,54.0,23.3,45.5,6.2,5.1,57.0,101.0,0.27,23.3,53.9,6.2,5.2,61.6,168.3,0.3,24.8,52.1,6.2,5.1,57.6,288.3,0.23,32.4676875,18.281000000000034,17.461000000000013,0.15,6.7
57,2024-03-05 18:00:00,10.0,16.0,9.5,13.0,62.0,9.5,17.0,61.0,4.2,46.0,73.0,72.0,4.2,46.0,71.0,74.0,2.3,46.0,68.0,2.3,39.0,71.0,49.0,83.0,34.0,55.0,22.5,48.3,6.2,5.1,59.9,115.3,0.27,22.4,53.0,6.2,5.2,60.5,291.8,0.3,23.6,55.4,6.2,5.1,61.5,209.8,0.23,32.241185,31.626000000000005,30.52600000000001,0.13,6.7
58,2024-03-05 20:00:00,9.9,16.0,9.6,13.0,60.0,9.6,16.0,62.0,4.1,47.0,72.0,71.0,4.2,47.0,68.0,70.0,2.6,41.0,69.0,2.6,39.0,70.0,50.0,83.0,34.0,54.0,23.0,45.5,6.2,5.1,57.0,100.0,0.27,23.2,52.2,6.2,5.2,59.4,285.8,0.3,24.4,53.2,6.2,5.1,59.0,132.0,0.23,32.35578000000002,22.454,18.924000000000003,0.19,6.7
59,2024-03-05 22:00:00,10.0,16.0,9.5,13.0,62.0,9.6,16.0,63.0,4.1,47.0,71.0,72.0,4.1,46.0,67.0,69.0,2.5,41.0,70.0,2.5,40.0,70.0,50.0,82.0,34.0,53.0,23.4,48.4,6.2,5.1,59.6,115.0,0.27,23.2,52.1,6.2,5.2,58.9,286.0,0.3,24.6,51.7,6.2,5.1,57.4,283.7,0.23,32.92671250000001,17.193000000000012,18.54300000000002,0.15,6.7
60,2024-03-06 00:00:00,9.9,16.0,9.4,13.0,61.0,9.4,16.0,62.0,4.1,46.0,71.0,73.0,4.2,46.0,71.0,72.0,2.5,41.0,71.0,2.5,40.0,70.0,50.0,82.0,34.0,54.0,23.1,45.8,6.2,5.1,56.9,129.5,0.27,22.9,50.7,6.2,5.2,58.1,275.3,0.3,24.6,55.1,6.2,5.1,60.0,324.1,0.23,32.573897499999994,22.840999999999973,21.990999999999985,0.12,6.7
61,2024-03-06 02:00:00,9.9,16.0,9.5,14.0,62.0,9.6,17.0,61.0,4.1,46.0,71.0,72.0,4.1,46.0,72.0,71.0,2.6,41.0,69.0,2.6,40.0,70.0,50.0,83.0,34.0,53.0,23.2,46.5,6.2,5.1,57.7,111.8,0.27,23.0,53.6,6.2,5.2,60.7,293.5,0.3,24.7,51.1,6.2,5.1,56.9,264.9,0.23,33.1067495,25.313000000000024,22.363000000000003,0.09,6.5
62,2024-03-06 04:00:00,10.0,16.0,9.6,14.0,61.0,9.6,17.0,63.0,4.1,46.0,72.0,73.0,4.1,46.0,70.0,73.0,2.4,42.0,68.0,2.4,40.0,71.0,49.0,80.0,34.0,51.0,22.3,47.7,6.2,5.1,59.3,122.7,0.27,22.0,52.4,6.2,5.2,59.9,291.5,0.3,23.9,55.8,6.2,5.1,61.3,265.5,0.23,31.797887000000006,27.51399999999999,28.513999999999974,0.13,6.5
63,2024-03-06 06:00:00,9.8,16.0,9.6,14.0,61.0,9.6,17.0,63.0,4.1,47.0,69.0,71.0,4.1,46.0,71.0,72.0,2.5,41.0,69.0,2.5,39.0,70.0,46.0,78.0,33.0,49.0,23.1,46.4,6.2,5.1,57.4,108.2,0.27,23.0,51.0,6.2,5.2,59.1,125.4,0.3,24.7,54.7,6.2,5.1,59.6,322.5,0.23,31.468503,28.77000000000001,27.520000000000003,0.19,6.4
64,2024-03-06 08:00:00,9.7,16.0,9.7,14.0,61.0,9.7,17.0,62.0,4.1,47.0,66.0,72.0,4.1,46.0,71.0,70.0,2.0,41.0,71.0,2.0,40.0,70.0,50.0,91.0,36.0,63.0,23.2,46.7,6.2,5.1,57.1,106.7,0.27,23.1,53.0,6.2,5.2,60.6,144.9,0.3,25.0,54.9,6.2,5.1,60.6,157.2,0.23,31.20160999999999,7.7809999999999775,6.300999999999988,0.2,6.4
65,2024-03-06 10:00:00,9.8,16.0,9.6,14.0,61.0,9.6,17.0,62.0,4.0,46.0,66.0,74.0,4.1,47.0,71.0,74.0,2.5,40.0,70.0,2.5,40.0,70.0,50.0,85.0,36.0,58.0,22.4,47.3,6.2,5.1,58.4,112.7,0.27,22.1,52.3,6.2,5.2,59.2,286.0,0.3,24.6,54.4,6.2,5.1,60.9,166.8,0.23,31.3956665,34.62100000000002,33.971,0.17,6.4
66,2024-03-06 12:00:00,10.0,16.0,9.4,14.0,63.0,9.5,17.0,62.0,4.0,48.0,80.0,73.0,4.1,46.0,82.0,72.0,2.1,40.0,71.0,2.2,40.0,74.0,50.0,87.0,42.0,57.0,23.7,48.0,6.2,5.1,58.5,115.2,0.27,23.2,49.6,6.2,5.2,57.0,109.9,0.3,26.4,53.3,6.2,5.1,59.4,138.1,0.23,30.51243250000001,25.641000000000005,26.571,0.25,6.4
67,2024-03-06 14:00:00,10.0,16.0,9.4,14.0,64.0,9.6,17.0,63.0,4.0,46.0,85.0,71.0,4.0,47.0,71.0,71.0,2.1,41.0,75.0,2.1,40.0,75.0,50.0,75.0,35.0,41.0,22.4,46.6,6.2,5.1,58.2,114.6,0.27,22.2,53.7,6.2,5.2,60.9,289.6,0.3,26.4,56.3,6.2,5.1,61.5,238.9,0.23,23.795067999999997,28.820000000000007,23.19000000000001,0.27,6.4
68,2024-03-06 16:00:00,9.9,16.0,9.5,14.0,60.0,9.6,17.0,62.0,4.0,47.0,89.0,72.0,4.0,47.0,70.0,70.0,2.2,40.0,80.0,2.2,40.0,80.0,50.0,87.0,36.0,59.0,22.7,48.2,6.2,5.1,59.2,118.2,0.27,22.4,53.4,6.2,5.2,60.6,289.6,0.3,25.0,52.3,6.2,5.1,58.0,123.5,0.23,38.4607025,25.102000000000015,22.322000000000013,0.26,6.4
69,2024-03-06 18:00:00,9.8,16.0,9.5,14.0,63.0,9.6,17.0,63.0,3.9,47.0,108.0,86.0,4.0,46.0,69.0,82.0,2.2,39.0,98.0,2.2,38.0,110.0,50.0,90.0,46.0,60.0,23.6,48.4,6.2,5.1,59.5,168.9,0.27,22.6,52.8,6.2,5.2,60.0,289.9,0.3,24.3,55.0,6.2,5.1,60.5,326.9,0.23,31.380096,0.0,-25.96900000000001,0.25,6.4
70,2024-03-06 20:00:00,9.7,16.0,9.3,14.0,62.0,9.5,17.0,63.0,4.0,47.0,121.0,86.0,4.0,46.0,72.0,79.0,2.2,39.0,96.0,2.2,38.0,93.0,46.0,67.0,34.0,40.0,22.9,46.4,6.2,5.1,57.3,107.2,0.27,22.5,53.7,6.2,5.2,61.6,180.0,0.3,24.4,51.2,6.2,5.1,59.9,118.0,0.23,29.44141200000001,36.30799999999999,34.70799999999999,0.25,6.4
71,2024-03-06 22:00:00,9.7,16.0,9.4,14.0,61.0,9.5,17.0,62.0,4.0,46.0,115.0,85.0,4.1,46.0,70.0,80.0,2.1,39.0,99.0,2.1,38.0,99.0,50.0,74.0,33.0,46.0,23.2,48.7,6.2,5.1,59.7,118.5,0.27,22.9,54.1,6.2,5.2,61.4,229.6,0.3,25.1,54.5,6.2,5.1,59.3,320.3,0.23,33.0601425,25.336,24.896000000000004,0.26,6.4
72,2024-03-07 00:00:00,9.9,16.0,9.8,14.0,62.0,9.8,17.0,63.0,4.1,47.0,72.0,84.0,4.2,46.0,69.0,78.0,2.4,39.0,86.0,2.5,45.0,75.0,50.0,75.0,32.0,48.0,23.3,49.6,6.2,5.1,59.7,211.1,0.27,23.6,52.1,6.2,5.2,59.0,284.2,0.3,25.1,54.8,6.2,5.1,60.6,161.1,0.23,30.639191,39.749,37.139,0.22,6.4
73,2024-03-07 02:00:00,9.8,16.0,9.5,14.0,60.0,9.8,17.0,62.0,4.0,47.0,73.0,83.0,4.0,46.0,69.0,81.0,2.5,39.0,88.0,2.5,48.0,74.0,50.0,82.0,34.0,54.0,23.0,46.8,6.2,5.1,58.4,109.1,0.27,23.0,53.6,6.2,5.2,61.5,177.3,0.3,24.3,52.4,6.2,5.1,57.7,306.0,0.23,27.19179,17.0,17.129999999999995,0.23,6.8
74,2024-03-07 04:00:00,9.9,16.0,9.6,14.0,61.0,9.6,17.0,62.0,4.0,46.0,70.0,85.0,4.0,46.0,69.0,78.0,2.4,39.0,85.0,2.5,47.0,73.0,50.0,91.0,46.0,56.0,23.3,49.2,6.1,5.1,60.9,150.6,0.27,23.3,54.1,5.9,4.9,61.6,172.4,0.3,24.2,54.5,5.9,5.0,60.0,159.1,0.23,26.83638,14.631,13.031,0.17,6.8
75,2024-03-07 06:00:00,9.8,16.0,9.6,13.0,62.0,9.6,16.0,61.0,4.0,47.0,69.0,86.0,4.0,46.0,70.0,80.0,2.4,39.0,86.0,2.4,47.0,74.0,50.0,90.0,45.0,56.0,22.8,47.4,6.1,5.1,59.1,114.4,0.27,22.6,50.1,5.9,4.9,57.6,273.5,0.3,23.4,53.0,5.9,5.0,59.0,138.8,0.23,27.18260999999999,8.150999999999996,7.571,0.15,6.8
76,2024-03-07 08:00:00,9.9,16.0,9.6,13.0,62.0,9.6,16.0,62.0,3.9,47.0,71.0,85.0,4.0,46.0,69.0,82.0,2.2,39.0,86.0,2.2,48.0,74.0,50.0,73.0,33.0,48.0,22.6,48.8,6.1,5.1,60.1,342.8,0.27,22.4,50.1,5.9,4.9,57.9,278.5,0.3,23.8,55.8,5.9,5.0,61.0,332.8,0.23,27.65349,34.994000000000014,33.06400000000001,0.18,6.8
77,2024-03-07 10:00:00,9.9,16.0,9.5,13.0,61.0,9.6,16.0,62.0,4.0,47.0,70.0,85.0,4.1,46.0,69.0,83.0,2.4,39.0,86.0,2.3,46.0,77.0,50.0,78.0,34.0,50.0,22.5,47.4,6.1,5.1,59.2,118.2,0.27,22.2,50.2,5.9,4.9,58.6,122.2,0.3,24.2,53.8,5.9,5.0,60.3,162.0,0.23,27.66276,16.509999999999977,16.929999999999996,0.12,6.8
78,2024-03-07 12:00:00,10.0,16.0,9.5,14.0,62.0,9.5,17.0,62.0,4.0,47.0,75.0,76.0,4.0,46.0,70.0,79.0,2.2,40.0,87.0,2.3,46.0,77.0,50.0,80.0,33.0,49.0,24.0,46.6,6.1,5.1,57.1,105.4,0.27,24.0,52.6,5.9,4.9,60.0,133.2,0.3,27.7,53.5,5.9,5.0,58.3,126.9,0.23,27.18360000000001,22.445000000000007,19.35500000000001,0.15,6.8
79,2024-03-07 14:00:00,10.0,16.0,9.6,14.0,61.0,9.7,17.0,62.0,4.2,48.0,72.0,85.0,4.3,46.0,72.0,78.0,2.6,40.0,87.0,2.6,45.0,78.0,50.0,78.0,33.0,50.0,23.5,47.7,6.1,5.1,58.9,113.8,0.27,23.2,49.3,5.9,4.9,56.7,110.0,0.3,27.7,53.3,5.9,5.0,59.0,133.5,0.23,27.706319999999995,26.470000000000013,25.16,0.15,6.8
80,2024-03-07 16:00:00,10.0,16.0,9.7,14.0,62.0,9.8,17.0,62.0,4.2,47.0,75.0,75.0,4.3,46.0,72.0,75.0,2.3,41.0,77.0,2.3,45.0,78.0,50.0,80.0,34.0,49.0,24.4,47.7,6.1,5.1,58.2,110.6,0.27,23.5,54.4,5.9,4.9,61.7,173.9,0.3,27.3,54.8,5.9,5.0,60.1,149.0,0.23,27.01215,17.94100000000001,18.70100000000001,0.18,6.8
81,2024-03-07 18:00:00,9.9,16.0,9.7,14.0,61.0,9.8,17.0,63.0,4.1,47.0,72.0,72.0,4.2,46.0,70.0,71.0,2.4,41.0,76.0,2.4,43.0,79.0,50.0,76.0,34.0,48.0,22.7,47.3,6.1,5.1,58.4,111.2,0.27,22.5,49.7,5.9,4.9,57.5,111.9,0.3,24.5,54.2,5.9,5.0,60.2,151.6,0.23,27.22221,29.03900000000001,29.259000000000007,0.13,6.8
82,2024-03-07 20:00:00,9.9,16.0,9.4,14.0,62.0,9.5,17.0,62.0,4.2,47.0,81.0,71.0,4.2,46.0,71.0,70.0,2.6,41.0,76.0,2.6,42.0,78.0,50.0,81.0,34.0,53.0,23.3,48.2,6.1,5.4,59.7,124.0,0.27,23.0,49.7,5.9,4.9,57.5,267.5,0.3,24.2,51.2,5.9,5.0,57.1,269.9,0.23,28.53216000000001,21.735,19.904999999999998,0.19,6.6
83,2024-03-07 22:00:00,10.0,16.0,9.6,14.0,63.0,9.6,17.0,61.0,4.1,46.0,87.0,72.0,4.2,46.0,69.0,74.0,2.1,40.0,77.0,2.1,42.0,79.0,50.0,81.0,34.0,49.0,22.8,48.7,6.1,5.4,59.7,339.7,0.27,23.1,49.6,5.9,4.9,57.2,112.0,0.3,23.9,56.4,5.9,5.0,61.0,331.7,0.23,27.23210999999999,29.833999999999985,27.754,0.15,6.6
84,2024-03-08 00:00:00,9.8,16.0,9.5,14.0,61.0,9.5,17.0,62.0,4.1,47.0,77.0,73.0,4.2,46.0,73.0,75.0,2.5,40.0,75.0,2.5,42.0,78.0,49.0,83.0,33.0,53.0,22.6,46.6,6.1,5.4,57.9,111.0,0.27,22.6,51.1,5.9,4.9,59.1,127.3,0.3,23.8,54.1,5.9,5.0,60.2,156.9,0.23,25.687080000000005,25.006999999999984,24.716999999999977,0.18,6.6
85,2024-03-08 02:00:00,10.0,16.0,9.6,13.0,61.0,9.7,17.0,61.0,4.2,47.0,122.0,72.0,4.2,46.0,91.0,74.0,2.1,40.0,76.0,2.1,40.0,79.0,50.0,73.0,33.0,41.0,22.6,47.1,6.2,5.1,58.8,117.8,0.27,22.0,50.4,6.2,5.2,58.6,125.9,0.3,23.4,50.6,6.2,5.1,56.6,207.0,0.23,23.88856,29.75600000000002,28.766000000000016,0.21,6.9
86,2024-03-08 04:00:00,9.9,16.0,9.5,13.0,62.0,9.5,16.0,63.0,4.1,47.0,131.0,71.0,4.1,46.0,105.0,72.0,2.5,39.0,95.0,2.5,40.0,81.0,49.0,82.0,32.0,51.0,22.9,47.6,6.2,5.1,59.2,114.8,0.27,22.9,49.7,6.2,5.2,57.4,111.8,0.3,23.9,53.3,6.2,5.1,59.1,135.5,0.23,24.78416,12.163999999999987,11.263999999999989,0.19,6.9
87,2024-03-08 06:00:00,10.0,16.0,9.5,13.0,63.0,9.5,16.0,62.0,4.1,48.0,92.0,72.0,4.2,46.0,90.0,73.0,2.4,40.0,94.0,2.4,39.0,80.0,49.0,83.0,33.0,53.0,23.2,48.5,6.2,5.1,60.3,126.3,0.27,23.0,52.0,6.2,5.2,59.9,131.0,0.3,23.7,53.2,6.2,5.1,59.3,134.0,0.23,23.57328,11.013999999999996,9.843999999999989,0.23,6.9
88,2024-03-08 08:00:00,9.8,16.0,9.5,13.0,63.0,9.5,16.0,62.0,4.1,48.0,92.0,72.0,4.2,46.0,90.0,73.0,2.4,40.0,94.0,2.4,39.0,80.0,49.0,82.0,33.0,53.0,23.2,48.5,6.2,5.1,60.3,126.3,0.27,23.0,52.0,6.2,5.2,59.9,131.0,0.3,23.7,53.2,6.2,5.1,59.3,134.0,0.23,25.75248000000001,17.534000000000006,21.33400000000001,0.23,6.9
89,2024-03-08 10:00:00,10.0,16.0,9.5,13.0,63.0,9.5,16.0,62.0,4.1,48.0,92.0,72.0,4.2,46.0,90.0,73.0,2.4,40.0,94.0,2.4,39.0,80.0,49.0,76.0,33.0,53.0,23.2,47.7,6.2,5.1,58.9,113.0,0.27,23.0,52.5,6.2,5.2,61.1,157.0,0.3,23.7,53.3,6.2,5.1,59.6,133.0,0.23,23.33072000000001,44.95800000000001,39.28800000000001,0.23,6.9
90,2024-03-08 12:00:00,10.0,16.0,9.5,13.0,63.0,9.5,16.0,62.0,4.1,48.0,92.0,72.0,4.2,46.0,90.0,73.0,2.4,40.0,94.0,2.4,39.0,80.0,49.0,76.0,33.0,53.0,23.2,47.7,6.2,5.1,58.9,113.0,0.27,23.0,52.5,6.2,5.2,61.1,157.0,0.3,23.7,53.3,6.2,5.1,59.6,133.0,0.23,24.042079999999995,25.688999999999997,28.668999999999997,0.21,6.9
91,2024-03-08 14:00:00,10.0,16.0,9.5,13.0,63.0,9.5,16.0,62.0,4.1,48.0,92.0,72.0,4.2,46.0,90.0,73.0,2.4,40.0,94.0,2.4,39.0,80.0,49.0,76.0,33.0,53.0,23.2,50.4,6.2,5.1,61.6,213.0,0.27,23.0,52.1,6.2,5.2,60.1,138.0,0.3,23.7,53.1,6.2,5.1,58.6,124.0,0.23,24.142239999999997,24.665000000000006,21.745000000000008,0.21,7.0
92,2024-03-08 16:00:00,10.0,16.0,9.5,13.0,63.0,9.5,16.0,62.0,4.1,48.0,92.0,72.0,4.2,46.0,90.0,73.0,2.4,40.0,94.0,2.4,39.0,80.0,49.0,76.0,33.0,53.0,21.9,49.9,6.2,5.2,61.2,336.2,0.27,21.9,50.6,6.1,5.1,58.5,116.0,0.3,24.0,56.1,6.1,5.1,56.7,213.5,0.23,23.30128,34.884,35.024,0.21,6.9
93,2024-03-08 18:00:00,10.0,16.0,9.5,13.0,63.0,9.5,16.0,62.0,4.1,48.0,92.0,72.0,4.2,46.0,90.0,73.0,2.4,40.0,94.0,2.4,39.0,80.0,49.0,76.0,33.0,53.0,21.9,49.9,6.2,5.2,61.2,336.2,0.27,21.9,50.6,6.1,5.1,58.5,116.0,0.3,24.0,56.1,6.1,5.1,56.7,213.5,0.23,23.86536,15.211,12.890999999999991,0.18,6.9
94,2024-03-08 20:00:00,10.1,16.0,9.7,14.0,62.0,9.7,17.0,62.0,4.1,47.0,106.0,72.0,4.2,46.0,89.0,75.0,2.2,38.0,95.0,2.4,39.0,80.0,49.0,76.0,33.0,53.0,22.6,47.3,5.9,4.9,58.6,112.0,0.27,22.6,54.3,6.0,5.0,61.5,176.3,0.3,23.8,51.8,6.0,5.1,57.0,110.0,0.23,23.53584,36.040000000000006,29.480000000000004,0.18,6.9
95,2024-03-08 22:00:00,10.0,16.0,9.4,14.0,61.0,9.5,17.0,62.0,4.1,47.0,104.0,72.0,4.2,46.0,88.0,72.0,2.1,37.0,97.0,2.1,36.0,80.0,50.0,79.0,34.0,50.0,22.87,48.6,6.7,5.4,60.2,127.0,0.27,22.7,54.0,6.8,5.4,60.7,291.2,0.3,23.7,54.6,6.5,5.3,59.9,325.5,0.23,24.4256,20.349999999999994,20.63999999999999,0.21,6.9
96,2024-03-09 00:00:00,9.9,16.0,9.6,14.0,64.0,9.6,17.0,62.0,4.1,47.0,100.0,73.0,4.2,46.0,88.0,72.0,2.1,37.0,97.0,2.1,36.0,80.0,50.0,77.0,34.0,48.0,23.0,48.7,6.8,5.5,60.4,335.9,0.27,22.9,53.8,6.8,5.6,61.6,185.9,0.3,23.7,51.5,6.9,5.6,57.2,112.8,0.23,23.83152,27.099000000000004,25.349000000000004,0.2,7.0
97,2024-03-09 02:00:00,9.9,16.0,9.6,14.0,62.0,9.6,17.0,62.0,4.1,46.0,91.0,71.0,4.2,46.0,91.0,71.0,2.2,37.0,100.0,2.3,39.0,85.0,50.0,73.0,33.0,43.0,22.9,49.4,6.2,5.2,60.9,339.4,0.27,22.7,53.0,6.3,5.3,60.3,292.1,0.3,23.3,54.0,6.2,5.2,54.0,320.2,0.23,22.57900500000001,28.62099999999998,28.47099999999999,0.2,7.0
98,2024-03-09 04:00:00,9.9,16.0,9.6,14.0,62.0,9.6,17.0,62.0,4.1,47.0,85.0,71.0,4.2,46.0,89.0,73.0,2.4,36.0,97.0,2.4,39.0,82.0,50.0,73.0,33.0,43.0,22.5,46.5,6.2,5.1,57.5,103.7,0.27,22.5,53.6,6.3,5.2,60.6,291.2,0.3,23.5,52.9,6.3,5.3,58.7,123.4,0.23,22.987119999999997,24.389,23.829000000000008,0.21,7.0
99,2024-03-09 06:00:00,10.0,16.0,9.6,14.0,61.0,9.6,17.0,62.0,4.1,48.0,85.0,74.0,4.2,46.0,88.0,74.0,2.3,37.0,95.0,2.4,38.0,88.0,50.0,79.0,33.0,50.0,22.7,46.9,6.3,5.3,58.3,110.4,0.27,22.7,49.7,6.2,5.1,57.3,111.6,0.3,23.7,54.6,6.2,5.1,57.2,149.3,0.23,23.31944,15.034000000000006,13.124000000000002,0.21,7.0
100,2024-03-09 08:00:00,10.0,16.0,9.6,14.0,61.0,9.6,17.0,62.0,4.1,48.0,85.0,74.0,4.2,46.0,88.0,74.0,2.3,37.0,95.0,2.4,38.0,88.0,50.0,79.0,33.0,50.0,22.7,46.9,6.3,5.3,58.3,110.4,0.27,22.7,49.7,6.2,5.1,57.3,111.6,0.3,23.7,54.6,6.2,5.1,57.2,149.3,0.23,23.715930000000004,24.974000000000014,25.79400000000001,0.21,7.7
101,2024-03-09 10:00:00,10.0,16.0,9.6,14.0,61.0,9.6,17.0,62.0,4.1,48.0,90.0,74.0,4.2,46.0,90.0,74.0,2.3,37.0,88.0,2.4,38.0,85.0,50.0,80.0,33.0,50.0,22.7,47.6,6.6,5.5,58.7,116.0,0.27,22.7,50.8,6.6,5.5,58.5,278.0,0.3,23.7,53.0,6.6,5.5,59.2,132.0,0.23,23.150335000000013,33.768000000000015,30.368,0.21,7.8
102,2024-03-09 12:00:00,9.8,16.0,9.3,14.0,61.0,9.3,17.0,62.0,4.1,48.0,89.0,72.0,4.1,46.0,89.0,70.0,2.4,39.0,87.0,2.4,39.0,83.0,50.0,80.0,33.0,50.0,22.5,47.6,6.1,5.0,58.5,113.3,0.27,22.5,49.9,6.1,5.1,57.4,258.5,0.3,24.9,52.5,6.2,5.2,57.7,114.5,0.23,22.354099999999995,17.389999999999986,20.51,0.21,7.8
103,2024-03-09 14:00:00,9.8,16.0,9.3,14.0,61.0,9.3,17.0,62.0,4.1,48.0,89.0,72.0,4.1,46.0,89.0,70.0,2.4,39.0,87.0,2.4,39.0,83.0,50.0,80.0,33.0,50.0,22.5,49.2,6.1,5.0,60.1,329.0,0.27,22.5,52.5,6.1,5.1,60.2,139.0,0.3,24.9,52.9,6.2,5.2,58.3,119.0,0.23,23.86046750000001,26.078,20.828000000000007,0.224,7.8
104,2024-03-09 16:00:00,9.7,16.0,9.3,14.0,61.0,9.3,17.0,62.0,4.1,48.0,90.0,72.0,4.1,46.0,90.0,70.0,2.4,39.0,76.0,2.4,39.0,76.0,50.0,84.0,33.0,54.0,22.5,45.5,6.1,5.0,57.2,109.0,0.27,22.5,51.11,6.1,5.1,58.8,282.0,0.3,24.9,52.9,6.2,5.2,58.6,131.0,0.23,23.356407500000003,19.504000000000005,23.594,0.2,7.7
105,2024-03-09 18:00:00,9.7,16.0,9.3,14.0,61.0,9.3,17.0,62.0,4.1,48.0,90.0,72.0,4.1,46.0,90.0,70.0,2.4,39.0,76.0,2.4,39.0,76.0,50.0,83.0,33.0,53.0,22.5,47.9,6.1,5.0,58.6,118.0,0.27,22.5,51.2,6.1,5.1,58.5,122.0,0.3,24.9,54.0,6.2,5.2,59.1,135.0,0.23,23.830862499999995,18.26100000000001,12.730999999999993,0.15,7.8
106,2024-03-09 20:00:00,9.6,16.0,9.1,14.0,64.0,9.2,17.0,62.0,4.2,48.0,88.0,73.0,4.2,47.0,90.0,72.0,2.2,43.0,75.0,2.2,45.0,64.0,50.0,81.0,35.0,50.0,23.7,49.4,6.2,5.1,60.0,135.5,0.27,23.6,53.4,6.3,5.1,60.7,150.7,0.3,25.3,53.5,6.4,5.1,58.8,132.7,0.23,20.95042,21.254999999999995,20.325000000000003,0.15,7.8
107,2024-03-09 22:00:00,9.6,16.0,9.2,14.0,63.0,9.3,17.0,63.0,4.2,47.0,87.0,72.0,4.2,47.0,90.0,70.0,2.4,44.0,74.0,2.5,46.0,64.0,50.0,80.0,34.0,51.0,23.4,48.4,6.4,5.2,59.8,131.8,0.27,23.4,53.5,6.5,5.3,61.2,171.6,0.3,25.0,53.3,6.4,5.3,58.3,313.8,0.23,25.906235,16.119,15.598999999999997,0.15,7.8
108,2024-03-10 00:00:00,9.5,16.0,9.0,14.0,64.0,9.0,17.0,62.0,4.1,47.0,88.0,72.0,4.2,46.0,88.0,73.0,2.2,46.0,73.0,2.3,47.0,63.0,50.0,81.0,34.0,50.0,23.3,48.2,6.3,5.1,59.0,117.8,0.27,23.2,54.4,6.5,5.2,61.6,181.7,0.3,25.1,54.7,6.6,5.3,59.9,142.2,0.23,23.3043275,29.008999999999983,27.898999999999997,0.15,7.8
109,2024-03-10 02:00:00,9.4,16.0,8.9,14.0,60.0,9.0,17.0,62.0,4.1,47.0,88.0,73.0,4.2,47.0,88.0,73.0,2.5,43.0,74.0,2.5,48.0,63.0,50.0,82.0,34.0,53.0,21.9,47.5,6.6,5.4,59.0,119.2,0.27,21.7,53.3,6.6,5.4,61.0,290.7,0.3,23.7,51.7,6.6,5.5,57.7,302.0,0.23,23.9897776,17.919000000000025,11.739,0.12,8.2
110,2024-03-10 04:00:00,9.5,16.0,9.0,14.0,64.0,9.1,17.0,62.0,4.1,47.0,87.0,73.0,4.2,46.0,88.0,71.0,2.5,43.0,74.0,2.5,48.0,63.0,50.0,82.0,34.0,53.0,23.0,47.6,6.4,5.1,58.8,116.1,0.27,23.1,54.5,6.5,5.3,61.3,264.9,0.3,24.5,55.6,6.5,5.3,61.1,181.8,0.23,24.3232,25.361999999999995,27.911999999999992,0.12,8.2
111,2024-03-10 06:00:00,9.5,16.0,9.1,14.0,63.0,9.2,17.0,62.0,4.1,48.0,89.0,71.0,4.2,46.0,87.0,71.0,2.4,44.0,73.0,2.4,49.0,206.0,50.0,82.0,34.0,53.0,23.3,48.4,6.2,5.1,59.2,121.9,0.27,23.2,51.4,6.3,5.3,58.3,280.3,0.3,24.7,53.4,6.3,5.3,58.7,129.7,0.23,24.12048,19.396,18.686,0.12,8.2
