,Дата,Блок манифольда|P бм  |кгс/см²,Блок манифольда|t жидкости| °С,С-1/1|P сеп. |кгс/см²,С-1/1|t жидкости |°С,С-1/1|L жидкости| см,С-1/2|P сеп. |кгс/см²,С-1/2|t жидкости |°С,С-1/2|L жидкости| см,С-2/1|P сеп. |кгс/см²,С-2/1|t жидкости|°С,С-2/1|L межфазный|см,С-2/1|L нефти|см,С-2/2|P сеп. |кгс/см²,С-2/2|t жидкости|°С,С-2/2|L межфазный|см,С-2/2|L нефти|см,ОН-1/1|P отс. |кгс/см²,ОН-1/1|t жидкости|°С,ОН-1/1|L межфазный|см,ОН-1/2|P отс. |кгс/см²,ОН-1/2|t жидкости|°С,ОН-1/2|L  межфазный|см,С-3/1|t жидкости|°С,С-3/1|L нефти|см,С-3/2|t жидкости|°С,С-3/2|L нефти|см,П-1|Т нефти на входе|°С,П-1|Т нефти на выходе|°С,П-1|Р нефти на входе|кгс/см²,П-1|Р нефти на выходе|кгс/см²,П-1|Т теплоно-сителя|°С,П-1|Т дымовых газов|°С,П-1|Р на горелку|кгс/см2,П-2|Т нефти на входе|°С,П-2|Т нефти на выходе|°С,П-2|Р нефти на входе|кгс/см²,П-2|Р нефти на выходе|кгс/см²,П-2|Т теплоно-сителя|°С,П-2|Т дымовых газов|°С,П-2|Р на горелку|кгс/см3,П-3|Т нефти на входе|°С,П-3|Т нефти на выходе|°С,П-3|Р нефти на входе|кгс/см²,П-3|Р нефти на выходе|кгс/см²,П-3|Т теплоно-сителя|°С,П-3|Т дымовых газов|°С,П-3|Р на горелку|кгс/см4,Добыча воды за 2 ч,"Добыча воды за 2 ч, расч","Добыча воды за 2 ч, расч, по ТОРам",Показания влагомера,Расход пресной воды
144,2024-03-13 00:00:00,9.4,16.0,9.1,14.0,61.0,9.2,17.0,62.0,4.2,48.0,77.0,73.0,4.2,47.0,73.0,72.0,2.2,40.0,75.0,2.3,41.0,75.0,50.0,85.0,45.0,60.0,22.4,49.7,6.4,5.3,61.26,96.9,0.27,22.2,57.4,6.5,5.3,57.3,119.2,0.3,24.3,54.2,6.5,5.3,60.4,160.0,0.23,27.161837500000143,26.599000000000004,23.859,0.24,8.6
145,2024-03-13 02:00:00,9.5,16.0,9.0,15.0,61.0,9.1,18.0,63.0,4.1,47.0,76.0,74.0,4.2,47.0,76.0,74.0,2.5,40.0,73.0,2.6,42.0,75.0,50.0,78.0,35.0,48.0,22.5,50.4,6.8,5.5,60.8,182.8,0.27,21.9,50.6,6.9,5.6,58.4,276.6,0.3,24.3,50.9,6.9,5.7,58.3,122.4,0.23,24.361195,18.221999999999998,18.212000000000003,0.09,8.6
146,2024-03-13 04:00:00,9.4,16.0,9.1,14.0,62.0,9.2,18.0,62.0,4.1,47.0,77.0,71.0,4.2,47.0,73.0,72.0,2.5,40.0,75.0,2.5,43.0,75.0,51.0,80.0,34.0,56.0,22.8,49.5,6.5,5.3,60.5,152.3,0.27,22.6,49.9,6.6,5.3,57.7,120.6,0.3,24.7,54.9,6.6,5.5,60.9,170.6,0.23,23.36191,17.089000000000027,15.829,0.09,8.6
147,2024-03-13 06:00:00,9.6,16.0,9.1,14.0,60.0,9.2,17.0,62.0,4.1,47.0,76.0,72.0,4.2,47.0,74.0,75.0,2.2,40.0,73.0,2.3,42.0,75.0,50.0,83.0,33.0,54.0,22.4,49.6,6.3,5.1,60.7,154.7,0.27,22.3,53.8,6.3,5.2,60.8,287.1,0.3,24.5,52.7,6.3,5.2,58.3,122.2,0.23,23.35237749999988,19.564000000000007,18.67399999999999,0.09,8.7
148,2024-03-13 08:00:00,9.4,16.0,9.2,14.0,60.0,9.2,17.0,62.0,4.1,47.0,76.0,72.0,4.2,47.0,74.0,75.0,2.2,40.0,73.0,2.3,42.0,75.0,50.0,92.0,33.0,63.0,22.4,48.1,6.3,5.1,58.8,122.0,0.27,22.3,50.6,6.3,5.2,57.7,269.0,0.3,24.5,56.4,6.3,5.2,60.8,328.0,0.23,23.619907500000004,26.880999999999982,26.010999999999992,0.21,8.6
149,2024-03-13 10:00:00,9.4,16.0,9.2,14.0,60.0,9.2,17.0,62.0,4.1,47.0,76.0,72.0,4.2,47.0,74.0,75.0,2.2,40.0,73.0,2.3,42.0,75.0,50.0,80.0,33.0,50.0,22.4,46.7,6.3,5.1,57.2,277.0,0.27,22.3,50.2,6.3,5.2,57.8,118.0,0.3,24.5,52.1,6.3,5.2,57.7,292.0,0.23,23.62378249999998,28.950999999999997,28.93100000000001,0.09,8.6
150,2024-03-13 12:00:00,9.6,16.0,9.3,14.0,60.0,9.3,17.0,62.0,4.1,46.0,75.0,72.0,4.2,47.0,74.0,75.0,2.3,41.0,73.0,2.4,43.0,75.0,50.0,88.0,33.0,60.0,22.2,46.1,6.0,5.2,56.8,233.5,0.27,22.1,51.5,6.1,5.1,58.6,279.9,0.3,25.6,55.1,6.1,5.2,59.8,323.3,0.23,23.59239500000008,12.678000000000026,7.988000000000019,0.1,8.6
151,2024-03-13 14:00:00,9.6,16.0,9.3,14.0,60.0,9.3,17.0,62.0,4.1,46.0,75.0,72.0,4.2,47.0,74.0,75.0,2.3,41.0,73.0,2.4,43.0,75.0,50.0,88.0,33.0,60.0,22.2,50.7,6.0,5.2,61.1,333.0,0.27,22.1,50.2,6.1,5.1,57.7,123.0,0.3,25.6,52.57,6.1,5.2,59.8,323.3,0.23,23.92471500000009,24.863,26.553,0.09,8.7
152,2024-03-13 16:00:00,9.6,16.0,9.3,14.0,60.0,9.3,17.0,62.0,4.1,46.0,75.0,72.0,4.2,47.0,74.0,75.0,2.3,41.0,73.0,2.4,43.0,75.0,50.0,71.0,33.0,36.0,22.2,50.2,6.0,5.2,60.9,169.0,0.27,22.1,54.3,6.1,5.1,61.11,282.0,0.3,25.6,53.5,6.1,5.2,58.5,309.0,0.23,23.603477499999997,32.903999999999975,31.37400000000001,0.09,8.6
153,2024-03-13 18:00:00,9.6,16.0,9.3,14.0,60.0,9.3,17.0,62.0,4.1,46.0,75.0,72.0,4.2,47.0,74.0,75.0,2.3,41.0,73.0,2.4,43.0,75.0,50.0,71.0,33.0,36.0,22.2,49.3,6.0,5.2,60.4,157.0,0.27,22.1,50.1,6.1,5.1,57.9,123.0,0.3,25.6,56.5,6.1,5.2,61.5,258.0,0.23,22.3839375,23.215000000000018,21.795000000000016,0.09,8.7
154,2024-03-13 20:00:00,9.5,16.0,9.1,15.0,60.0,9.2,18.0,62.0,4.2,47.0,72.0,73.0,4.2,46.0,73.0,73.0,2.2,41.0,74.0,2.2,41.0,75.0,50.0,86.0,33.0,60.0,22.5,47.3,6.1,5.0,58.9,328.7,0.27,22.6,50.6,6.1,5.2,59.0,131.6,0.3,24.5,55.9,6.1,5.1,61.32,294.5,0.23,22.81925500000001,30.669999999999987,28.989999999999995,0.09,9.1
155,2024-03-13 22:00:00,9.4,16.0,9.2,15.0,61.0,9.2,18.0,62.0,4.2,47.0,75.0,72.0,4.2,46.0,75.0,73.0,2.6,41.0,70.0,2.6,43.0,75.0,50.0,79.0,33.0,50.0,22.6,47.8,6.1,5.1,59.0,128.4,0.27,22.5,52.4,6.2,5.2,59.7,284.2,0.3,24.6,51.2,6.3,5.1,56.7,238.9,0.23,23.16064249999998,30.56899999999999,34.059,0.15,9.1
156,2024-03-14 00:00:00,9.4,16.0,9.1,14.0,63.0,9.2,18.0,63.0,4.1,48.0,73.0,72.0,4.2,47.0,74.0,76.0,2.3,41.0,72.0,2.4,44.0,75.0,50.0,75.0,34.0,46.0,22.2,47.0,6.2,5.2,58.2,117.1,0.27,22.0,52.5,6.2,5.3,60.8,155.8,0.3,23.9,54.3,6.2,5.3,59.4,319.2,0.23,23.519002499999964,21.917000000000016,13.847000000000024,0.15,9.1
157,2024-03-14 02:00:00,9.6,16.0,9.1,14.0,63.0,9.1,17.0,62.0,4.1,47.0,73.0,72.0,4.2,47.0,75.0,71.0,2.5,41.0,76.0,2.5,44.0,75.0,49.0,70.0,34.0,41.0,23.5,50.7,6.4,5.3,61.5,222.5,0.27,23.3,52.7,6.4,5.3,59.6,285.2,0.3,25.0,52.0,6.6,5.4,57.8,116.8,0.23,36.38388000000002,18.392999999999983,19.913,0.09,12.0
158,2024-03-14 04:00:00,9.5,16.0,9.2,14.0,61.0,9.3,17.0,62.0,4.1,47.0,72.0,74.0,4.2,47.0,75.0,74.0,2.4,40.0,72.0,2.4,44.0,75.0,50.0,86.0,36.0,58.0,22.7,49.7,6.2,5.2,61.2,172.2,0.27,22.5,50.7,6.2,5.2,58.5,122.7,0.3,23.8,54.8,6.2,5.1,59.5,323.8,0.23,35.00316000000012,13.674000000000008,14.204,0.17,12.0
159,2024-03-14 06:00:00,9.4,16.0,9.1,14.0,62.0,9.1,17.0,63.0,4.1,47.0,72.0,72.0,4.2,47.0,74.0,75.0,2.1,40.0,73.0,2.1,44.0,74.0,50.0,78.0,37.0,51.0,23.4,50.6,6.3,5.2,61.4,257.2,0.27,23.2,51.3,6.3,5.2,58.0,273.5,0.3,24.3,56.2,6.4,5.3,60.4,329.0,0.23,37.56887999999998,11.006,10.956000000000005,0.18,8.6
160,2024-03-14 08:00:00,9.5,16.0,9.1,14.0,62.0,9.1,17.0,63.0,4.1,47.0,72.0,72.0,4.2,47.0,74.0,75.0,2.1,40.0,73.0,2.1,44.0,74.0,50.0,87.0,37.0,57.0,23.4,49.0,6.3,5.2,60.1,141.0,0.27,23.2,52.6,6.3,5.2,59.8,141.0,0.3,24.3,53.3,6.4,5.3,58.8,127.0,0.23,36.468720000000005,24.203000000000003,23.79300000000002,0.18,8.6
161,2024-03-14 10:00:00,9.5,16.0,9.1,14.0,62.0,9.1,17.0,63.0,4.1,47.0,72.0,72.0,4.2,47.0,74.0,75.0,2.1,40.0,73.0,2.1,44.0,74.0,50.0,86.0,37.0,56.0,23.4,47.8,6.3,5.2,57.9,115.0,0.27,23.2,52.1,6.3,5.2,58.6,280.0,0.3,24.3,53.6,6.4,5.3,58.3,305.0,0.23,37.47996000000001,24.05300000000001,20.973,0.15,8.6
162,2024-03-14 12:00:00,9.6,16.0,9.2,15.0,62.0,9.2,18.0,63.0,4.1,46.0,72.0,72.0,4.2,46.0,74.0,75.0,2.2,41.0,73.0,2.1,44.0,74.0,50.0,86.0,37.0,56.0,21.8,49.0,6.3,5.2,59.3,320.9,0.27,22.6,52.4,6.2,5.2,58.4,270.9,0.3,25.1,52.5,6.1,5.1,58.5,117.2,0.23,36.54372000000001,28.019999999999985,25.83,0.15,8.6
163,2024-03-14 14:00:00,9.6,16.0,9.2,15.0,62.0,9.2,18.0,63.0,4.1,46.0,72.0,72.0,4.2,46.0,74.0,75.0,2.2,41.0,73.0,2.1,44.0,74.0,50.0,80.0,37.0,53.0,21.8,49.4,6.3,5.2,59.1,121.0,0.27,22.6,50.1,6.2,5.2,57.6,118.0,0.3,25.1,51.1,6.1,5.1,61.6,253.0,0.23,35.89103999999993,16.950000000000017,15.750000000000012,0.15,8.6
164,2024-03-14 16:00:00,9.6,16.0,9.2,15.0,62.0,9.2,18.0,63.0,4.1,46.0,72.0,72.0,4.2,46.0,74.0,75.0,2.2,41.0,73.0,2.1,44.0,74.0,50.0,80.0,37.0,53.0,21.8,47.5,6.3,5.2,57.2,104.0,0.27,22.6,50.9,6.2,5.2,57.3,279.0,0.3,25.1,51.8,6.1,5.1,56.9,103.0,0.23,36.283440000000034,28.496999999999986,26.246999999999996,0.15,8.6
165,2024-03-14 18:00:00,9.5,16.0,9.1,15.0,62.0,9.1,18.0,63.0,4.1,46.0,72.0,72.0,4.2,46.0,74.0,75.0,2.2,41.0,73.0,2.1,44.0,74.0,50.0,95.0,37.0,75.0,21.8,48.4,6.3,5.2,57.2,104.0,0.27,22.6,50.9,6.2,5.2,57.3,279.0,0.3,25.1,51.8,6.1,5.1,56.9,103.0,0.23,36.23999999999977,15.907999999999989,15.97799999999999,0.15,8.6
166,2024-03-14 20:00:00,9.5,16.0,9.2,14.0,63.0,9.3,18.0,63.0,4.1,47.0,76.0,73.0,4.2,47.0,76.0,72.0,2.3,40.0,72.0,2.4,42.0,75.0,49.0,90.0,37.0,67.0,22.6,49.4,6.4,5.2,60.5,142.1,0.27,22.5,52.0,6.6,5.3,58.5,280.1,0.3,23.9,52.5,6.6,5.4,58.1,115.5,0.23,38.06868000000019,26.617999999999995,24.03800000000001,0.15,8.6
167,2024-03-14 22:00:00,9.7,16.0,9.2,14.0,61.0,9.3,17.0,63.0,4.1,47.0,74.0,73.0,4.2,47.0,75.0,73.0,2.4,40.0,74.0,2.5,42.0,75.0,49.0,88.0,37.0,57.0,22.6,49.4,6.4,5.2,60.5,142.1,0.27,22.5,52.0,6.6,5.3,58.5,280.1,0.3,23.9,52.5,6.6,5.4,58.1,115.5,0.23,36.47555999999977,16.133999999999972,16.663999999999994,0.15,8.6
168,2024-03-15 00:00:00,9.7,16.0,9.2,14.0,61.0,9.3,17.0,63.0,4.1,47.0,74.0,73.0,4.2,47.0,75.0,73.0,2.4,40.0,74.0,2.5,42.0,75.0,49.0,88.0,37.0,57.0,22.6,49.4,6.4,5.2,60.5,142.1,0.27,22.5,52.0,6.6,5.3,58.5,280.1,0.3,23.9,52.5,6.6,5.4,58.1,115.5,0.23,37.29996000000013,20.579000000000008,17.48900000000001,0.24,8.6
169,2024-03-15 02:00:00,9.6,16.0,9.2,14.0,61.0,9.3,17.0,62.0,4.1,47.0,73.0,69.0,4.2,46.0,74.0,71.0,2.5,40.0,73.0,2.5,40.0,71.0,49.0,85.0,36.0,57.0,22.9,51.5,6.4,5.4,63.5,241.2,0.27,22.8,53.2,6.5,5.4,60.5,289.0,0.3,23.9,56.4,6.5,5.3,61.6,334.2,0.23,35.53810749999992,22.793,24.222999999999992,0.09,13.6
170,2024-03-15 04:00:00,9.4,16.0,9.2,14.0,62.0,9.2,17.0,63.0,4.1,50.0,71.0,67.0,4.2,48.0,86.0,73.0,2.4,38.0,92.0,2.4,39.0,54.0,50.0,92.0,42.0,59.0,24.0,48.7,6.6,5.4,60.1,126.5,0.27,24.0,55.9,6.8,5.4,63.0,293.0,0.3,24.8,55.4,6.9,5.5,61.4,145.5,0.23,36.12880250000015,9.296999999999985,12.176999999999982,0.4,13.6
171,2024-03-15 06:00:00,9.4,16.0,9.2,14.0,62.0,9.2,17.0,63.0,4.1,50.0,71.0,67.0,4.2,48.0,86.0,73.0,2.4,38.0,92.0,2.4,39.0,54.0,50.0,92.0,42.0,59.0,24.0,48.7,6.6,5.4,60.1,126.5,0.27,24.0,55.9,6.8,5.4,63.0,293.0,0.3,24.8,55.4,6.9,5.5,61.4,145.5,0.23,36.34991499999984,32.493999999999986,35.514,0.4,13.6
172,2024-03-15 08:00:00,9.4,16.0,9.2,14.0,62.0,9.2,17.0,63.0,4.1,50.0,71.0,67.0,4.2,48.0,86.0,73.0,2.4,38.0,92.0,2.4,39.0,54.0,50.0,92.0,42.0,59.0,24.0,50.7,6.6,5.4,62.1,154.0,0.27,24.0,55.1,6.8,5.4,62.2,288.0,0.3,24.8,53.7,6.9,5.5,59.5,296.0,0.23,30.849665000000236,38.48899999999999,39.039,0.4,13.6
173,2024-03-15 10:00:00,9.5,16.0,9.1,14.0,62.0,9.1,17.0,63.0,4.1,50.0,71.0,67.0,4.2,48.0,86.0,73.0,2.4,38.0,92.0,2.4,39.0,54.0,50.0,92.0,42.0,59.0,24.0,48.5,6.6,5.4,59.5,121.0,0.27,24.0,55.3,6.8,5.4,63.3,202.0,0.3,24.8,55.4,6.9,5.5,60.7,319.0,0.23,34.27403000000002,34.85000000000001,35.41000000000002,0.12,10.5
174,2024-03-15 12:00:00,9.5,16.0,9.1,14.0,62.0,9.1,17.0,63.0,4.1,50.0,71.0,67.0,4.2,48.0,80.0,73.0,2.4,38.0,92.0,2.4,39.0,54.0,50.0,78.0,42.0,48.0,24.0,51.11,6.6,5.4,61.88,144.0,0.27,24.0,53.53,6.8,5.4,60.18,278.0,0.3,24.8,53.6,6.9,5.5,59.0,117.0,0.23,40.87457500000001,24.72399999999999,20.113999999999983,0.12,10.5
175,2024-03-15 14:00:00,9.5,16.0,9.1,14.0,62.0,9.1,17.0,63.0,4.1,50.0,71.0,67.0,4.2,48.0,75.0,73.0,2.4,38.0,92.0,2.4,39.0,54.0,50.0,84.0,42.0,55.0,24.0,51.6,6.6,5.4,61.9,332.0,0.27,24.0,51.9,6.8,5.4,59.6,122.0,0.3,24.8,54.7,6.9,5.5,60.3,126.0,0.23,36.604715,24.53100000000002,22.19100000000002,0.3,10.5
176,2024-03-15 16:00:00,9.5,16.0,9.1,14.0,62.0,9.1,17.0,63.0,4.1,50.0,75.0,67.0,4.2,48.0,75.0,73.0,2.4,38.0,92.0,2.4,39.0,54.0,50.0,93.0,42.0,63.0,24.0,54.5,6.6,5.4,65.9,161.0,0.27,24.0,59.1,6.8,5.4,59.6,122.0,0.3,24.8,54.7,6.9,5.5,60.3,126.0,0.23,36.90496250000001,15.811999999999998,16.781999999999996,0.15,10.4
177,2024-03-15 18:00:00,9.5,16.0,9.1,14.0,62.0,9.1,17.0,63.0,4.1,50.0,75.0,67.0,4.2,48.0,75.0,73.0,2.4,38.0,92.0,2.4,39.0,54.0,50.0,93.0,42.0,63.0,24.0,52.4,6.6,5.4,63.7,314.0,0.27,24.0,58.6,6.8,5.4,65.6,287.0,0.3,24.8,62.2,6.9,5.5,65.6,219.0,0.23,36.95567750000001,32.669,32.009,0.18,10.4
178,2024-03-15 20:00:00,9.5,16.0,9.1,14.0,62.0,9.1,18.0,62.0,4.2,52.0,74.0,72.0,4.2,52.0,72.0,76.0,2.5,47.0,75.0,2.6,53.0,74.0,50.0,88.0,42.0,60.0,25.4,53.3,6.4,5.4,64.7,328.2,0.27,25.5,57.7,6.5,5.3,64.2,286.2,0.3,26.6,62.0,6.7,5.5,66.8,335.0,0.23,36.07821000000002,29.200999999999997,26.511000000000003,0.17,10.4
179,2024-03-15 22:00:00,9.3,16.0,9.1,14.0,63.0,9.1,17.0,62.0,4.1,53.0,70.0,74.0,4.2,52.0,76.0,72.0,2.3,47.0,72.0,2.4,53.0,74.0,53.0,66.0,39.0,41.0,25.5,51.4,6.4,5.2,62.9,131.9,0.27,25.3,59.7,6.3,5.3,66.6,293.2,0.3,26.4,57.7,6.3,5.3,62.7,172.3,0.23,37.9464575,16.408,14.897999999999998,0.18,10.4
180,2024-03-16 00:00:00,9.6,16.0,9.1,14.0,63.0,9.2,17.0,62.0,4.1,53.0,76.0,72.0,4.2,52.0,75.0,71.0,2.3,48.0,76.0,2.3,51.0,75.0,53.0,80.0,40.0,54.0,24.6,50.8,6.0,5.0,62.8,260.0,0.27,24.8,59.6,6.1,4.9,66.6,293.4,0.3,26.0,58.1,6.1,5.2,63.4,139.5,0.23,36.7021025,24.763000000000005,25.27300000000001,0.15,10.5
181,2024-03-16 02:00:00,9.6,16.0,9.2,14.0,60.0,9.3,17.0,62.0,4.2,52.0,77.0,72.0,4.2,52.0,75.0,73.0,2.4,48.0,73.0,2.5,54.0,75.0,49.0,65.0,37.0,40.0,25.5,52.0,6.5,5.5,63.6,327.1,0.27,25.2,56.7,6.1,5.0,63.9,286.1,0.3,26.4,59.8,6.1,5.2,65.6,161.8,0.23,25.664099999999998,28.860000000000014,26.15,0.15,10.2
182,2024-03-16 04:00:00,9.6,16.0,9.2,14.0,61.0,9.2,17.0,62.0,4.2,52.0,77.0,71.0,4.2,52.0,74.0,74.0,2.4,48.0,76.0,2.4,54.0,75.0,49.0,77.0,38.0,51.0,25.2,52.0,6.4,5.2,64.2,330.6,0.27,25.1,58.3,6.3,5.4,65.7,295.2,0.3,25.9,59.4,6.3,5.2,64.6,327.5,0.23,24.39863249999983,24.853999999999985,24.783999999999985,0.15,10.2
183,2024-03-16 06:00:00,9.5,16.0,9.3,14.0,60.0,9.3,17.0,61.0,4.2,51.0,73.0,73.0,4.2,50.0,74.0,69.0,2.4,48.0,74.0,2.5,52.0,75.0,53.0,81.0,37.0,53.0,25.2,50.1,6.1,5.0,62.0,134.0,0.27,25.4,52.2,6.0,5.0,59.9,129.7,0.3,25.8,59.4,6.0,4.9,64.3,294.0,0.23,24.825240000000004,19.166000000000025,18.40600000000002,0.15,10.1
184,2024-03-16 08:00:00,9.5,16.0,9.2,14.0,61.0,9.3,17.0,61.0,4.2,50.0,73.0,71.0,4.2,49.0,74.0,69.0,2.5,47.0,73.0,2.5,51.0,75.0,53.0,81.0,37.0,53.0,24.7,48.3,6.0,5.0,59.8,250.0,0.27,24.9,55.7,6.0,5.2,62.5,292.9,0.3,25.6,55.9,6.1,5.0,61.1,138.8,0.23,24.490784999999995,18.67200000000001,16.922000000000008,0.15,10.2
185,2024-03-16 10:00:00,9.6,16.0,9.2,14.0,61.0,9.3,17.0,61.0,4.2,50.0,73.0,71.0,4.2,49.0,74.0,69.0,2.4,47.0,73.0,2.5,51.0,75.0,53.0,81.0,37.0,53.0,24.5,52.1,6.1,5.1,62.6,146.6,0.27,24.4,55.7,6.2,5.2,63.1,156.5,0.3,25.9,57.3,6.2,5.2,62.0,234.8,0.23,24.99510749999999,22.23199999999997,20.671999999999976,0.12,10.1
186,2024-03-16 12:00:00,9.5,16.0,9.1,14.0,62.0,9.2,17.0,62.0,4.2,50.0,73.0,72.0,4.2,49.0,74.0,70.0,2.4,46.0,73.0,2.4,51.0,75.0,53.0,81.0,37.0,53.0,24.8,53.5,6.4,5.4,64.3,312.7,0.27,24.7,55.1,6.4,5.3,61.7,284.3,0.3,28.0,55.2,6.4,5.3,60.4,128.1,0.23,24.862365000000008,18.07300000000002,16.973000000000027,0.12,10.1
187,2024-03-16 14:00:00,9.6,16.0,9.2,15.0,62.0,9.2,18.0,62.0,4.2,50.0,73.0,72.0,4.2,49.0,74.0,70.0,2.4,48.0,73.0,2.4,50.0,75.0,53.0,81.0,37.0,53.0,24.7,50.4,6.3,5.3,61.4,130.5,0.27,24.4,54.6,6.4,5.3,62.2,144.4,0.3,27.9,59.6,6.5,5.4,64.7,231.7,0.23,24.486825000000035,23.059,22.898999999999987,0.12,10.2
188,2024-03-16 16:00:00,9.5,16.0,9.1,15.0,62.0,9.2,18.0,62.0,4.2,50.0,73.0,72.0,4.2,49.0,74.0,72.0,2.3,48.0,74.0,2.4,51.0,75.0,53.0,81.0,37.0,53.0,25.3,52.0,6.4,5.3,62.6,332.6,0.27,24.9,53.8,6.5,5.4,60.9,274.4,0.3,28.2,55.2,6.6,5.5,60.6,128.9,0.23,25.369162499999945,16.961,18.081,0.12,10.2
189,2024-03-16 18:00:00,9.5,16.0,9.1,14.0,62.0,9.1,18.0,62.0,4.2,50.0,73.0,72.0,4.2,49.0,74.0,72.0,2.2,47.0,74.0,2.2,50.0,75.0,53.0,81.0,37.0,53.0,23.4,50.7,6.5,5.4,61.7,331.6,0.27,23.1,54.2,6.4,5.3,62.4,148.7,0.3,24.8,55.9,6.6,5.5,62.3,153.1,0.23,24.74364750000009,25.259999999999984,23.5,0.12,10.2
190,2024-03-16 20:00:00,9.6,16.0,9.3,14.0,63.0,9.4,17.0,62.0,4.1,50.0,77.0,71.0,4.2,49.0,74.0,70.0,2.4,46.0,73.0,2.4,51.0,75.0,53.0,79.0,34.0,51.0,24.8,52.2,6.0,5.0,63.8,340.1,0.27,24.8,56.1,6.0,5.1,63.63,162.4,0.3,25.8,54.8,6.0,5.1,59.9,154.1,0.23,23.8016625,26.63699999999998,23.886999999999997,0.09,10.2
191,2024-03-16 22:00:00,9.6,16.0,9.1,14.0,64.0,9.2,17.0,62.0,4.1,50.0,73.0,70.0,4.2,49.0,76.0,70.0,2.5,46.0,76.0,2.5,51.0,75.0,53.0,80.0,36.0,53.0,24.0,49.58,6.3,5.1,61.5,133.7,0.27,24.1,54.6,6.4,5.2,61.8,288.7,0.3,24.8,57.2,6.5,5.3,62.9,164.3,0.23,24.09470250000001,19.160000000000032,20.07000000000002,0.09,10.1
192,2024-03-17 00:00:00,9.4,16.0,9.0,14.0,63.0,9.1,17.0,63.0,4.1,50.0,75.0,72.0,4.2,49.0,76.0,72.0,2.5,46.0,74.0,2.5,51.0,75.0,53.0,73.0,35.0,46.0,24.2,51.9,6.3,5.2,64.1,177.0,0.27,24.2,52.7,6.3,5.2,60.7,129.9,0.3,25.0,59.3,6.3,5.3,64.6,247.5,0.23,25.1200125,16.465999999999994,10.796,0.24,10.2
193,2024-03-17 02:00:00,9.7,16.0,9.2,14.0,63.0,9.2,17.0,63.0,4.1,50.0,73.0,73.0,4.2,49.0,75.0,73.0,2.3,46.0,73.0,2.3,51.0,75.0,53.0,79.0,34.0,50.0,24.3,49.1,6.5,5.4,60.7,124.1,0.27,24.2,55.5,6.5,5.5,62.6,289.9,0.3,25.4,54.1,6.5,5.4,59.9,140.5,0.23,20.22410699999999,26.294000000000004,25.483999999999995,0.15,10.4
194,2024-03-17 04:00:00,9.6,16.0,9.1,14.0,60.0,9.2,17.0,62.0,4.1,50.0,77.0,72.0,4.2,49.0,74.0,72.0,2.5,46.0,73.0,2.6,44.0,72.0,53.0,83.0,36.0,53.0,23.8,51.5,6.1,5.1,63.55,175.6,0.27,23.7,53.5,6.1,5.2,61.7,140.0,0.3,24.9,59.2,6.1,5.1,64.5,289.7,0.23,21.26731800000016,20.02699999999998,19.157,0.31,10.5
195,2024-03-17 06:00:00,9.5,16.0,9.3,14.0,65.0,9.3,17.0,63.0,4.1,51.0,76.0,72.0,4.2,49.0,74.0,73.0,2.3,45.0,72.0,2.4,42.0,71.0,52.0,82.0,34.0,54.0,23.8,48.8,6.2,5.0,59.9,123.1,0.27,24.0,52.3,6.2,5.2,59.59,244.2,0.3,25.2,55.8,6.2,5.2,61.5,138.0,0.23,20.538746999999766,19.60000000000003,19.07000000000001,0.21,10.4
196,2024-03-17 08:00:00,9.5,16.0,9.3,14.0,65.0,9.3,17.0,63.0,4.1,51.0,76.0,72.0,4.2,49.0,74.0,73.0,2.3,45.0,72.0,2.4,42.0,71.0,52.0,89.0,34.0,58.0,23.8,48.7,6.2,5.0,59.9,124.0,0.27,24.0,55.8,6.2,5.2,64.1,182.0,0.3,25.2,55.8,6.2,5.2,61.8,148.0,0.23,21.690219000000003,20.306,19.926,0.21,10.4
197,2024-03-17 10:00:00,9.5,16.0,9.2,14.0,65.0,9.2,17.0,63.0,4.2,51.0,73.0,72.0,4.2,49.0,74.0,73.0,2.4,45.0,72.0,2.4,42.0,71.0,52.0,82.0,34.0,54.0,24.2,52.9,6.2,5.2,64.1,186.9,0.27,23.9,52.6,6.2,5.1,60.4,129.8,0.3,26.4,57.7,6.2,5.2,62.5,327.9,0.23,22.034460000000152,9.59699999999998,7.556999999999995,0.21,10.5
198,2024-03-17 12:00:00,9.6,16.0,9.2,14.0,65.0,9.2,17.0,63.0,4.2,51.0,73.0,72.0,4.2,49.0,74.0,73.0,2.4,45.0,72.0,2.4,42.0,71.0,52.0,89.0,34.0,58.0,24.2,52.5,6.2,5.2,63.6,174.0,0.27,23.9,53.9,6.2,5.1,61.8,140.0,0.3,26.4,58.22,6.2,5.2,63.1,328.0,0.23,20.69109899999999,15.279999999999983,13.809999999999995,0.21,10.4
199,2024-03-17 14:00:00,9.6,16.0,9.2,14.0,65.0,9.2,17.0,63.0,4.2,51.0,73.0,72.0,4.2,49.0,74.0,73.0,2.4,45.0,72.0,2.4,42.0,71.0,52.0,89.0,34.0,58.0,24.2,50.6,6.2,5.2,61.1,123.0,0.27,23.9,53.9,6.2,5.1,60.9,273.0,0.3,26.4,56.3,6.2,5.2,61.7,139.0,0.23,21.24999899999994,28.183999999999997,26.753999999999987,0.24,10.4
