,Место отбора,"Сод. Cl соед., мг/дм3",Дата
992,АСН-6,74.6,2022-06-11 02:50:00
993,КСУ БЕН-5,140,2022-06-11 04:00:00
994,КСУ-БЕН-2,143.2,2022-06-11 10:00:00
995,КСУ-БЕН-6,136.8,2022-06-11 16:00:00
996,КСУ-БЕН-3,66.8,2022-06-11 22:00:00
997,АСН-6,61.9,2022-06-12 00:30:00
998,КСУ БЕН-1,94.3,2022-06-12 04:00:00
999,КСУ-БЕН-6,155.1,2022-06-12 10:00:00
1000,КСУ-БЕН-3,138.3,2022-06-12 16:00:00
1001,КСУ БЕН-1,63.1,2022-06-12 22:00:00
1002,КСУ БЕН-5,131.2,2022-06-13 04:00:00
1003,КСУ-БЕН-2,121.5,2022-06-13 10:00:00
1004,КСУ-БЕН-6,93.8,2022-06-13 16:00:00
1005,КСУ-БЕН-3,119.9,2022-06-13 22:00:00
1006,КСУ-БЕН-1,122.9,2022-06-14 04:00:00
1007,КСУ-БЕН-5,96.6,2022-06-14 10:00:00
1008,КСУ-БЕН-2,107.6,2022-06-14 16:00:00
1009,КСУ-БЕН-6,113.4,2022-06-14 22:00:00
1010,КСУ БЕН-3,179.7,2022-06-15 04:00:00
1011,КСУ-БЕН-1,126,2022-06-15 10:00:00
1012,КСУ-БЕН-5,131.3,2022-06-15 16:00:00
1013,КСУ-БЕН-2,128,2022-06-15 22:00:00
1014,КСУ БЕН-6,155.9,2022-06-16 04:00:00
1015,КСУ БЕН-3,133.4,2022-06-16 10:00:00
1016,КСУ БЕН-1,151.8,2022-06-16 16:00:00
1017,КСУ БЕН-5,136.9,2022-06-16 22:00:00
1018,КСУ БЕН-2,146.6,2022-06-17 04:00:00
1019,АСН-6,110.2,2022-06-17 10:50:00
1020,КСУ-БЕН-1,134.9,2022-06-17 11:00:00
1021,КСУ-БЕН-6,126,2022-06-17 18:00:00
1022,КСУ БЕН-2,160,2022-06-17 22:00:00
1023,КСУ-БЕН-6,156.3,2022-06-18 04:00:00
1024,КСУ-БЕН-3,173.6,2022-06-18 10:00:00
1025,КСУ-БЕН-1,171,2022-06-18 16:00:00
1026,КСУ БЕН-5,107.2,2022-06-18 22:00:00
1027,КСУ БЕН-2,166.4,2022-06-19 04:00:00
1028,КСУ-БЕН-1,124.3,2022-06-19 10:00:00
1029,КСУ-БЕН-5,135.7,2022-06-19 16:00:00
1030,КСУ БЕН-2,116.7,2022-06-19 22:00:00
1031,КСУ-БЕН-6,147,2022-06-20 04:00:00
1032,КСУ-БЕН-3,149.1,2022-06-20 10:00:00
1033,КСУ-БЕН-1,137.6,2022-06-20 16:00:00
1034,КСУ-БЕН-5,84.9,2022-06-20 22:00:00
1035,КСУ БЕН-2,133.5,2022-06-21 04:00:00
1036,КСУ-БЕН-1,128.2,2022-06-21 10:00:00
1037,КСУ-БЕН-5,140.3,2022-06-21 16:00:00
1038,КСУ БЕН-2,113.9,2022-06-21 22:00:00
1039,КСУ-БЕН-6,126.4,2022-06-22 04:00:00
1040,КСУ-БЕН-5,115.3,2022-06-22 10:00:00
1041,КСУ-БЕН-2,140.8,2022-06-22 16:00:00
1042,КСУ-БЕН-6,142.5,2022-06-22 22:00:00
1043,КСУ-БЕН-5,143.9,2022-06-23 04:00:00
1044,КСУ-БЕН-2,174,2022-06-23 10:00:00
1045,КСУ-БЕН-1,178,2022-06-23 16:00:00
1046,КСУ БЕН-6,129.7,2022-06-23 22:00:00
1047,КСУ-БЕН-3,126.2,2022-06-24 04:00:00
1048,КСУ-БЕН-1,148.9,2022-06-24 10:00:00
1049,КСУ-БЕН-5,187.7,2022-06-24 16:00:00
1050,КСУ-БЕН-3,111,2022-06-24 22:00:00
1051,КСУ-БЕН-1,117.5,2022-06-25 04:00:00
1052,КСУ-БЕН-5,148.8,2022-06-25 10:00:00
1053,КСУ-БЕН-3,141.9,2022-06-25 16:00:00
1054,КСУ-БЕН-2,145.2,2022-06-25 22:00:00
1055,КСУ-БЕН-6,139.7,2022-06-26 04:00:00
1056,КСУ-БЕН-3,142,2022-06-26 10:00:00
1057,КСУ-БЕН-2,125.6,2022-06-26 16:00:00
1058,КСУ-БЕН-6,134,2022-06-26 22:00:00
1059,КСУ-БЕН-3,153.4,2022-06-27 04:00:00
1060,КСУ-БЕН-1,120.5,2022-06-27 09:00:00
1061,КСУ-БЕН-2,116.4,2022-06-27 11:00:00
1062,КСУ-БЕН-3,117.5,2022-06-27 13:00:00
1063,КСУ-БЕН-5,120.1,2022-06-27 15:00:00
1064,КСУ-БЕН-1,78.3,2022-06-27 17:00:00
1065,КСУ-БЕН-2,85.8,2022-06-27 19:00:00
1066,КСУ-БЕН-1,121.1,2022-06-28 03:00:00
1067,КСУ-БЕН-6,189.4,2022-06-28 10:00:00
1068,КСУ-БЕН-5,129.5,2022-06-28 16:00:00
1069,КСУ-БЕН-2,110.3,2022-06-28 22:00:00
1070,КСУ-БЕН-6,98,2022-06-29 04:00:00
1071,КСУ-БЕН-5,98.2,2022-06-29 10:00:00
1072,КСУ-БЕН-2,115.9,2022-06-29 16:00:00
1073,КСУ-БЕН-1,133.6,2022-06-29 22:00:00
1074,КСУ-БЕН-5,172.1,2022-06-30 04:00:00
1075,КСУ-БЕН-2,141.1,2022-06-30 10:00:00
1076,КСУ-БЕН-1,123.6,2022-06-30 16:00:00
1077,КСУ-БЕН-5,113.2,2022-06-30 22:00:00
1078,КСУ-БЕН-3,130.2,2022-07-01 04:00:00
1079,КСУ-БЕН-2,150.4,2022-07-01 10:00:00
1080,КСУ-БЕН-6,117.2,2022-07-01 16:00:00
1081,КСУ-БЕН-5,130.7,2022-07-01 22:00:00
1082,КСУ-БЕН-2,117.2,2022-07-02 04:00:00
1083,КСУ-БЕН-6,167.5,2022-07-02 10:00:00
1084,КСУ-БЕН-2,129.2,2022-07-02 22:00:00
1085,КСУ-БЕН-6,140,2022-07-03 04:00:00
1086,КСУ-БЕН-5,169.7,2022-07-03 10:00:00
1087,КСУ-БЕН-2,136.9,2022-07-03 16:00:00
1088,КСУ-БЕН-1,141.3,2022-07-03 22:00:00
1089,КСУ-БЕН-6,171.6,2022-07-04 04:00:00
1090,КСУ-БЕН-3,144.6,2022-07-04 10:00:00
1091,КСУ-БЕН-1,133.4,2022-07-04 16:00:00
1092,КСУ-БЕН-6,129.6,2022-07-04 22:00:00
1093,КСУ-БЕН-3,120.2,2022-07-05 04:00:00
1094,КСУ-БЕН-2,168.3,2022-07-05 10:00:00
1095,КСУ-БЕН-6,146.1,2022-07-05 16:00:00
1096,КСУ-БЕН-5,170.6,2022-07-05 22:00:00
1097,КСУ-БЕН-2,157.6,2022-07-06 04:00:00
1098,КСУ-БЕН-6,143.9,2022-07-06 10:00:00
1099,КСУ-БЕН-3,242.6,2022-07-06 16:00:00
1100,КСУ-БЕН-1,118.3,2022-07-06 22:00:00
1101,КСУ-БЕН-5,104.4,2022-07-07 04:00:00
1102,КСУ-БЕН-2,119.8,2022-07-07 10:00:00
1103,КСУ-БЕН-1,110,2022-07-07 16:00:00
1104,КСУ-БЕН-5,165.9,2022-07-07 22:00:00
1105,КСУ-БЕН-2,136.9,2022-07-08 04:00:00
1106,КСУ-БЕН-1,98.5,2022-07-08 10:00:00
1107,КСУ-БЕН-5,85.2,2022-07-08 16:00:00
1108,КСУ БЕН-3,104.9,2022-07-08 22:00:00
1109,КСУ-БЕН-3,121.2,2022-07-09 04:00:00
1110,КСУ-БЕН-6,93.3,2022-07-09 10:00:00
1111,КСУ-БЕН-3,99.6,2022-07-09 16:00:00
1112,КСУ-БЕН-1,87.6,2022-07-09 22:00:00
1113,КСУ-БЕН-5,91.6,2022-07-10 04:00:00
1114,КСУ-БЕН-3,127.8,2022-07-10 10:00:00
1115,КСУ-БЕН-2,107,2022-07-10 16:00:00
1116,КСУ-БЕН-1,154.2,2022-07-10 22:00:00
1117,КСУ БЕН-5,126.3,2022-07-11 04:00:00
1118,КСУ БЕН-2,97.3,2022-07-11 10:00:00
1119,КСУ БЕН-6,106.8,2022-07-11 16:00:00
1120,КСУ БЕН-5,178.8,2022-07-11 22:00:00
1121,КСУ-БЕН-2,182.5,2022-07-12 04:00:00
1122,КСУ-БЕН-6,106.7,2022-07-12 10:00:00
1123,КСУ-БЕН-6,92.5,2022-07-12 16:00:00
1124,КСУ-БЕН-3,94.8,2022-07-12 22:00:00
1125,КСУ БЕН-1,85,2022-07-13 04:00:00
1126,КСУ БЕН-5,97.6,2022-07-13 10:00:00
1127,КСУ БЕН-5,106,2022-07-13 16:00:00
1128,КСУ БЕН-2,97.3,2022-07-13 22:00:00
1129,КСУ-БЕН-6,103.5,2022-07-14 04:00:00
1130,КСУ-БЕН-3,107.3,2022-07-14 10:00:00
1131,КСУ-БЕН-1,111,2022-07-14 16:00:00
1132,КСУ-БЕН-6,97.1,2022-07-14 22:00:00
1133,КСУ-БЕН-3,114.8,2022-07-15 04:00:00
1134,КСУ-БЕН-1,105.3,2022-07-15 10:00:00
1135,КСУ-БЕН-5,98.9,2022-07-15 16:00:00
1136,КСУ-БЕН-2,98.3,2022-07-15 22:00:00
1137,КСУ-БЕН-6,116.6,2022-07-16 04:00:00
1138,КСУ-БЕН-3,124.9,2022-07-16 10:00:00
1139,КСУ-БЕН-2,110.4,2022-07-16 16:00:00
1140,КСУ-БЕН-6,130.5,2022-07-16 22:00:00
1141,КСУ-БЕН-3,145.6,2022-07-17 04:00:00
1142,КСУ-БЕН-1,156.8,2022-07-17 10:00:00
1143,КСУ-БЕН-6,137.7,2022-07-17 16:00:00
1144,КСУ-БЕН-5,128.5,2022-07-17 22:00:00
1145,КСУ-БЕН-1,155.1,2022-07-18 04:00:00
1146,КСУ-БЕН-6,133.2,2022-07-18 10:00:00
1147,КСУ-БЕН-3,141,2022-07-18 16:00:00
1148,КСУ-БЕН-1,119.6,2022-07-18 22:00:00
1149,КСУ-БЕН-6,133.3,2022-07-19 04:00:00
1150,КСУ-БЕН-3,119.5,2022-07-19 10:00:00
1151,КСУ-БЕН-2,158.3,2022-07-19 16:00:00
1152,КСУ-БЕН-6,153.2,2022-07-19 22:00:00
1153,КСУ-БЕН-3,146.6,2022-07-20 04:00:00
1154,КСУ-БЕН-1,178.7,2022-07-20 10:00:00
1155,КСУ-БЕН-5,138.1,2022-07-20 16:00:00
1156,КСУ-БЕН-2,116.6,2022-07-20 22:00:00
1157,КСУ -БЕН-1,121.7,2022-07-21 04:00:00
1158,КСУ -БЕН-6,109.4,2022-07-21 10:00:00
1159,КСУ -БЕН-3,230,2022-07-21 16:00:00
1160,КСУ-БЕН-5,263,2022-07-21 19:00:00
1161,КСУ-БЕН-6,83.9,2022-07-21 21:00:00
1162,КСУ-БЕН-5,182,2022-07-22 04:00:00
1163,КСУ-БЕН-3,208.5,2022-07-22 10:00:00
1164,КСУ-БЕН-6,178.3,2022-07-22 16:00:00
1165,КСУ-БЕН-5,120.4,2022-07-22 22:00:00
1166,КСУ-БЕН-1,153.3,2022-07-23 04:00:00
1167,КСУ-БЕН-6,112.2,2022-07-23 10:00:00
1168,КСУ-БЕН-3,124.6,2022-07-23 16:00:00
1169,КСУ-БЕН-2,163.1,2022-07-23 22:00:00
1170,КСУ-БЕН-6,154.5,2022-07-24 04:00:00
1171,КСУ-БЕН 3,110.3,2022-07-24 10:00:00
1172,КСУ-БЕН-2,120.5,2022-07-24 16:00:00
1173,КСУ-БЕН-1,103,2022-07-24 22:00:00
1174,КСУ-БЕН-5,94.5,2022-07-25 04:00:00
1175,КСУ БЕН-2,143.4,2022-07-25 10:00:00
1176,КСУ-БЕН-6,131.4,2022-07-25 16:00:00
1177,КСУ-БЕН-3,128.5,2022-07-25 22:00:00
1178,КСУ-БЕН-1,118,2022-07-26 04:00:00
1179,КСУ-БЕН-5,185.3,2022-07-26 10:00:00
1180,КСУ-БЕН-3,128.5,2022-07-26 16:00:00
1181,КСУ-БЕН-1,123.2,2022-07-26 22:00:00
1182,КСУ-БЕН-5,128.3,2022-07-27 04:00:00
1183,КСУ-БЕН-2,116.5,2022-07-27 10:00:00
1184,КСУ-БЕН-6,112.6,2022-07-27 16:00:00
1185,КСУ-БЕН-5,88.1,2022-07-27 22:00:00
1186,КСУ-БЕН-2,109.6,2022-07-28 04:00:00
1187,КСУ-БЕН-6,106.9,2022-07-28 10:00:00
1188,КСУ-БЕН-3,102.9,2022-07-28 16:00:00
1189,КСУ-БЕН-2,110.8,2022-07-28 22:00:00
1190,КСУ-БЕН-6,145.9,2022-07-29 04:00:00
1191,КСУ-БЕН-3,128.5,2022-07-29 10:00:00
1192,КСУ-БЕН-3,129.1,2022-07-29 16:00:00
1193,КСУ-БЕН-1,146.3,2022-07-29 22:00:00
1194,КСУ-БЕН-6,146.6,2022-07-30 04:00:00
1195,КСУ-БЕН-3,167.3,2022-07-30 10:00:00
1196,КСУ-БЕН-1,126.3,2022-07-30 16:00:00
1197,КСУ-БЕН-6,151.3,2022-07-30 22:00:00
1198,КСУ-БЕН-3,174.2,2022-07-31 04:00:00
1199,КСУ-БЕН-1,110,2022-07-31 10:00:00
1200,КСУ-БЕН-6,133.8,2022-07-31 16:00:00
1201,КСУ-БЕН-3,110.6,2022-07-31 22:00:00
1202,КСУ-БЕН-1,118.2,2022-08-01 04:00:00
1203,КСУ-БЕН-5,124.7,2022-08-01 10:00:00
1204,КСУ-БЕН-3,134.5,2022-08-01 16:00:00
1205,КСУ-БЕН-1,118.5,2022-08-01 22:00:00
1206,КСУ-БЕН-5,121.1,2022-08-02 04:00:00
1207,КСУ-БЕН-2,124.2,2022-08-02 10:00:00
1208,КСУ-БЕН-1,128,2022-08-02 16:00:00
1209,КСУ-БЕН-5,134.1,2022-08-02 22:00:00
1210,КСУ-БЕН-2,133.1,2022-08-03 04:00:00
1211,КСУ-БЕН-6,116.6,2022-08-03 10:00:00
1212,КСУ-БЕН-3,142.7,2022-08-03 16:00:00
1213,КСУ-БЕН-2,143.5,2022-08-03 22:00:00
1214,КСУ-БЕН-6,115.2,2022-08-04 04:00:00
1215,КСУ-БЕН-3,126.6,2022-08-04 10:00:00
1216,КСУ-БЕН-2,120.9,2022-08-04 16:00:00
1217,КСУ-БЕН-6,100.1,2022-08-04 22:00:00
1218,КСУ-БЕН-3,137.9,2022-08-05 04:00:00
1219,КСУ-БЕН-2,136.5,2022-08-05 10:00:00
1220,КСУ-БЕН-6,123.1,2022-08-05 16:00:00
1221,КСУ-БЕН-5,117.1,2022-08-05 22:00:00
1222,КСУ-БЕН-2,68.6,2022-08-06 04:00:00
1223,КСУ-БЕН-6,136.8,2022-08-06 10:00:00
1224,КСУ-БЕН-3,117.8,2022-08-06 16:00:00
1225,КСУ-БЕН-1,123.8,2022-08-06 22:00:00
1226,КСУ-БЕН-6,149.3,2022-08-07 04:00:00
1227,КСУ-БЕН-3,149.5,2022-08-07 10:00:00
1228,КСУ-БЕН-1,226,2022-08-07 16:00:00
1229,КСУ-БЕН-6,131.8,2022-08-07 22:00:00
1230,КСУ-БЕН-5,125,2022-08-08 04:00:00
1231,КСУ-БЕН-2,124,2022-08-08 10:00:00
1232,КСУ-БЕН-1,134.2,2022-08-08 16:00:00
1233,КСУ-БЕН-6,136.4,2022-08-08 22:00:00
1234,КСУ-БЕН-3,133.8,2022-08-09 04:00:00
1235,КСУ БЕН-2,104.3,2022-08-09 10:00:00
1236,КСУ-БЕН-1,144.6,2022-08-09 16:00:00
1237,КСУ-БЕН-5,144.8,2022-08-09 22:00:00
1238,КСУ-БЕН-6,131.1,2022-08-10 04:00:00
1239,КСУ-БЕН-5,169.9,2022-08-10 10:00:00
1240,КСУ-БЕН-3,161.1,2022-08-10 16:00:00
1241,КСУ-БЕН-2,150.3,2022-08-10 22:00:00
1242,КСУ-БЕН-6,155.6,2022-08-11 04:00:00
1243,КСУ-БЕН-5,182.6,2022-08-11 10:00:00
1244,КСУ-БЕН-2,150.7,2022-08-11 14:30:00
1245,КСУ-БЕН-1,121.3,2022-08-11 22:00:00
1246,КСУ-БЕН-5,117.8,2022-08-12 04:00:00
1247,КСУ-БЕН-3,110.2,2022-08-12 10:00:00
1248,КСУ-БЕН-1,147.4,2022-08-12 16:00:00
1249,КСУ-БЕН-6,122.1,2022-08-12 22:00:00
1250,КСУ-БЕН-4,143.2,2022-08-13 04:00:00
1251,КСУ-БЕН-3,123.2,2022-08-13 10:00:00
1252,КСУ-БЕН-1,117.8,2022-08-13 18:00:00
1253,КСУ-БЕН-6,119.4,2022-08-13 22:00:00
1254,КСУ-БЕН-3,123.5,2022-08-14 04:00:00
1255,КСУ-БЕН-2,126.7,2022-08-14 10:00:00
1256,КСУ-БЕН-1,101.6,2022-08-14 16:00:00
1257,КСУ-БЕН-5,170.9,2022-08-14 22:00:00
1258,КСУ-БЕН-3,109.6,2022-08-15 04:00:00
1259,КСУ-БЕН-2,146,2022-08-15 10:00:00
1260,КСУ-БЕН-6,129.6,2022-08-15 16:00:00
1261,КСУ-БЕН-5,123.7,2022-08-15 22:00:00
1262,КСУ-БЕН-2,122,2022-08-16 04:00:00
1263,КСУ-БЕН-1,156.2,2022-08-16 10:00:00
1264,КСУ-БЕН-5,114,2022-08-16 16:00:00
1265,КСУ-БЕН-3,144,2022-08-16 22:00:00
1266,КСУ-БЕН-2,145.3,2022-08-17 04:00:00
1267,КСУ-БЕН-6,135.3,2022-08-17 10:00:00
1268,КСУ-БЕН-3,146.5,2022-08-17 16:00:00
1269,КСУ-БЕН-2,168.6,2022-08-17 22:00:00
1270,КСУ-БЕН-6,111.6,2022-08-18 04:00:00
1271,КСУ-БЕН-5,142.1,2022-08-18 10:00:00
1272,КСУ-БЕН-3,167.7,2022-08-18 16:00:00
1273,КСУ-БЕН-6,191.4,2022-08-18 22:00:00
1274,КСУ-БЕН-2,113.4,2022-08-19 01:00:00
1275,КСУ-БЕН-5,119.7,2022-08-19 04:00:00
1276,КСУ-БЕН-3,159.5,2022-08-19 10:00:00
1277,КСУ-БЕН-1,158,2022-08-19 16:00:00
1278,КСУ-БЕН-6,109,2022-08-19 22:00:00
1279,КСУ-БЕН-3,113.6,2022-08-20 04:00:00
1280,КСУ-БЕН-2,118.4,2022-08-20 10:00:00
1281,КСУ-БЕН-6,137.6,2022-08-20 16:00:00
1282,КСУ-БЕН-5,129.6,2022-08-20 22:00:00
1283,КСУ-БЕН-3,173,2022-08-21 04:00:00
1284,КСУ-БЕН-2,140.7,2022-08-21 10:00:00
1285,КСУ-БЕН-4,91.1,2022-08-21 16:00:00
1286,КСУ-БЕН-3,110.4,2022-08-21 22:00:00
1287,КСУ-БЕН-2,124.1,2022-08-22 04:00:00
1288,КСУ-БЕН-1,112.3,2022-08-22 10:00:00
1289,КСУ-БЕН-5,114.9,2022-08-22 16:00:00
1290,КСУ-БЕН-3,92,2022-08-22 22:00:00
1291,КСУ-БЕН-2,108.3,2022-08-23 04:00:00
1292,КСУ-БЕН-6,115.6,2022-08-23 10:00:00
1293,КСУ-БЕН-3,118.3,2022-08-23 16:00:00
1294,КСУ-БЕН-2,179.3,2022-08-23 22:00:00
1295,КСУ-БЕН-6,181.7,2022-08-24 04:00:00
1296,КСУ-БЕН-3,174.2,2022-08-24 10:00:00
1297,КСУ-БЕН-1,171,2022-08-24 16:00:00
1298,КСУ-БЕН-4,152.5,2022-08-24 22:00:00
1299,КСУ-БЕН-2,148,2022-08-25 04:00:00
1300,КСУ-БЕН-5,110.5,2022-08-25 10:00:00
1301,КСУ-БЕН-3,95.2,2022-08-25 16:00:00
1302,КСУ-БЕН-1,99.1,2022-08-25 22:00:00
1303,КСУ-БЕН-5,102.7,2022-08-26 04:00:00
1304,КСУ-БЕН-3,97.3,2022-08-26 10:00:00
1305,КСУ-БЕН-6,93.9,2022-08-26 16:00:00
1306,КСУ-БЕН-5,134.3,2022-08-26 22:00:00
1307,КСУ-БЕН-2,203.9,2022-08-27 04:00:00
1308,КСУ-БЕН-3,142.2,2022-08-27 06:00:00
1309,КСУ-БЕН-6,100.6,2022-08-27 10:00:00
1310,КСУ-БЕН-5,131.2,2022-08-27 16:00:00
1311,КСУ-БЕН-2,225.2,2022-08-27 22:00:00
1312,КСУ-БЕН-6,248.8,2022-08-28 04:00:00
1313,КСУ-БЕН-2,242.4,2022-08-28 06:00:00
1314,КСУ-БЕН-5,211.9,2022-08-28 10:00:00
1315,КСУ-БЕН-2,201.6,2022-08-28 16:00:00
1316,КСУ-БЕН-6,141.5,2022-08-28 22:00:00
1317,КСУ-БЕН-5,214.8,2022-08-29 04:00:00
1318,КСУ-БЕН-2,144.2,2022-08-29 10:00:00
1319,КСУ-БЕН-6,134.2,2022-08-29 16:00:00
1320,КСУ-БЕН-3,116.2,2022-08-29 22:00:00
1321,КСУ-БЕН-2,142.6,2022-08-30 04:00:00
1322,КСУ-БЕН-6,193.9,2022-08-30 10:00:00
1323,КСУ-БЕН-3,158.9,2022-08-30 16:00:00
1324,КСУ-БЕН-5,192.8,2022-08-30 17:00:00
1325,КСУ-БЕН-1,210,2022-08-30 22:00:00
1326,КСУ-БЕН-6,277.1,2022-08-31 04:00:00
1327,АСН-6,257,2022-08-31 05:30:00
1328,АСН-6,164,2022-08-31 06:35:00
1329,КСУ-БЕН-2,205.6,2022-08-31 08:30:00
1330,АСН-6,201.5,2022-08-31 08:40:00
1331,КСУ-БЕН-3,209.9,2022-08-31 10:00:00
1332,КСУ-БЕН-5,190.7,2022-08-31 12:00:00
1333,КСУ-БЕН-2,155.5,2022-08-31 16:00:00
1334,КСУ-БЕН-3,135.7,2022-08-31 18:00:00
1335,АСН-6,123.3,2022-08-31 20:20:00
1336,КСУ-БЕН-6,100.7,2022-08-31 22:00:00
1337,КСУ-БЕН-3,79.6,2022-09-01 02:00:00
1338,КСУ-БЕН-5,126.3,2022-09-01 04:00:00
1339,КСУ-БЕН-6,124.3,2022-09-01 07:00:00
1340,КСУ-БЕН-2,117.6,2022-09-01 10:00:00
1341,КСУ-БЕН-5,136.2,2022-09-01 13:00:00
1342,КСУ-БЕН-6,157.3,2022-09-01 16:00:00
1343,КСУ-БЕН-3,116.8,2022-09-01 22:00:00
1344,КСУ-БЕН-2,275,2022-09-02 04:00:00
1345,КСУ-БЕН-3,246.3,2022-09-02 07:00:00
1346,КСУ-БЕН-6,140.4,2022-09-02 10:00:00
1347,КСУ-БЕН-5,122.1,2022-09-02 13:00:00
1348,КСУ-БЕН-6,79.3,2022-09-02 16:00:00
1349,КСУ-БЕН-2,132,2022-09-02 22:00:00
1350,КСУ-БЕН-3,109,2022-09-03 01:00:00
1351,КСУ-БЕН-6,140.4,2022-09-03 04:00:00
1352,КСУ-БЕН-3,166,2022-09-03 10:00:00
1353,КСУ-БЕН-1,168.2,2022-09-03 16:00:00
1354,КСУ-БЕН-5,305.9,2022-09-03 22:00:00
1355,КСУ-БЕН-3,246.9,2022-09-04 04:00:00
1356,КСУ-БЕН-5,228.5,2022-09-04 07:00:00
1357,БМ,3399.7,2022-09-04 08:00:00
1358,КСУ-БЕН-1,265.1,2022-09-04 10:00:00
1359,КСУ-БЕН-3,119.2,2022-09-04 13:00:00
1360,КСУ-БЕН-6,164,2022-09-04 16:00:00
1361,КСУ-БЕН-3,166.5,2022-09-04 22:00:00
1362,КСУ-БЕН-1,159.6,2022-09-05 04:00:00
1363,АСН-6,135.1,2022-09-05 06:35:00
1364,БМ,3155.9,2022-09-05 07:30:00
1365,КСУ-БЕН-3,144.7,2022-09-05 10:00:00
1366,КСУ-БЕН-1,139.8,2022-09-05 16:00:00
1367,КСУ-БЕН-5,146.1,2022-09-05 22:00:00
1372,АСН-6,85.5,2022-09-06 03:10:00
1373,КСУ-БЕН-6,143.2,2022-09-06 04:00:00
1374,КСУ-БЕН-3,137.1,2022-09-06 10:00:00
1375,КСУ-БЕН-1,125.7,2022-09-06 14:00:00
1376,КСУ-БЕН-5,152.2,2022-09-06 22:00:00
1377,КСУ-БЕН-2,109.3,2022-09-08 04:00:00
1378,КСУ-БЕН-6,196.8,2022-09-08 10:00:00
1379,КСУ-БЕН-3,152,2022-09-08 16:00:00
1380,КСУ-БЕН-1,173.6,2022-09-08 22:00:00
1381,КСУ-БЕН-6,173.6,2022-09-09 04:00:00
1382,КСУ-БЕН-3,179.1,2022-09-09 10:00:00
1383,КСУ-БЕН-1,156.3,2022-09-09 16:00:00
1384,КСУ-БЕН-5,149.4,2022-09-09 22:00:00
1385,КСУ-БЕН-2,200,2022-09-10 04:00:00
1386,КСУ-БЕН-6,187.3,2022-09-10 10:00:00
1387,КСУ-БЕН-3,191.8,2022-09-10 16:00:00
1388,КСУ-БЕН-6,156.9,2022-09-10 22:00:00
1389,КСУ-БЕН-5,148.3,2022-09-11 04:00:00
1390,КСУ-БЕН-2,145.3,2022-09-11 10:00:00
1391,КСУ-БЕН-6,144,2022-09-11 16:00:00
1392,КСУ-БЕН-3,146.1,2022-09-11 22:00:00
1393,КСУ-БЕН-2,157.2,2022-09-12 04:00:00
1394,КСУ-БЕН-5,162.2,2022-09-12 10:00:00
1395,КСУ-БЕН-3,148.2,2022-09-12 16:00:00
1396,КСУ-БЕН-1,193.8,2022-09-12 22:00:00
1397,КСУ-БЕН-5,149.7,2022-09-13 04:00:00
1398,КСУ-БЕН-2,145.6,2022-09-13 10:00:00
1399,КСУ-БЕН-6,138,2022-09-13 16:00:00
1400,КСУ-БЕН-6,154.8,2022-09-14 01:30:00
1401,КСУ-БЕН-1,199.4,2022-09-14 04:00:00
1402,КСУ-БЕН-6,166.7,2022-09-14 10:00:00
1403,КСУ-БЕН-5,165.2,2022-09-14 16:00:00
1404,КСУ-БЕН-2,170,2022-09-14 22:00:00
1405,КСУ-БЕН-6,174.8,2022-09-15 04:00:00
1406,АСН-5,120.1,2022-09-15 07:30:00
1407,КСУ-БЕН-3,131.7,2022-09-15 10:00:00
1408,КСУ-БЕН-3,176.4,2022-09-15 16:00:00
1409,КСУ-БЕН-1,174,2022-09-15 22:00:00
1410,КСУ-БЕН-5,163.7,2022-09-16 04:00:00
1411,АСН-5,44.7,2022-09-16 04:40:00
1412,КСУ-БЕН-3,204.5,2022-09-16 10:00:00
1413,КСУ-БЕН-1,158.3,2022-09-16 16:00:00
1414,КСУ-БЕН-5,219.1,2022-09-16 22:00:00
1415,АСН-5,44.3,2022-09-17 03:05:00
1416,КСУ-БЕН-2,181.9,2022-09-17 04:00:00
1417,КСУ-БЕН-6,182.1,2022-09-17 10:00:00
1418,КСУ-БЕН-2,187.7,2022-09-17 22:00:00
1419,КСУ-БЕН-1,190.2,2022-09-18 04:00:00
1420,АСН-5,111.2,2022-09-18 06:25:00
1421,КСУ-БЕН-5,166.6,2022-09-18 10:00:00
1422,КСУ-БЕН-3,176.3,2022-09-18 16:00:00
1423,КСУ-БЕН-1,175.2,2022-09-18 22:00:00
1424,КСУ-БЕН-6,151.7,2022-09-19 04:00:00
1425,КСУ-БЕН-3,135.1,2022-09-19 10:00:00
1426,АСН-5,87.3,2022-09-19 10:35:00
1427,КСУ-БЕН-1,132.1,2022-09-19 16:00:00
1428,КСУ-БЕН-5,150.6,2022-09-19 22:00:00
1429,КСУ-БЕН-2,147.1,2022-09-20 04:00:00
1430,КСУ-БЕН-6,149.5,2022-09-20 10:00:00
1431,КСУ-БЕН-5,132.2,2022-09-20 16:00:00
1432,КСУ-БЕН-2,119.2,2022-09-20 22:00:00
1433,КСУ БЕН-1,146.2,2022-09-21 04:00:00
1434,КСУ-БЕН-5,176.2,2022-09-21 10:00:00
1435,КСУ-БЕН-2,126.4,2022-09-21 16:00:00
1436,КСУ-БЕН-1,196.5,2022-09-21 22:00:00
1437,КСУ-БЕН-5,215,2022-09-22 04:00:00
1438,КСУ-БЕН-2,168.4,2022-09-22 10:00:00
1439,КСУ-БЕН-1,144.6,2022-09-22 16:00:00
